Animal,Experiment,Box,phase,subphase,component,freezing,motion
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock07,0,1148.73
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock08,0,1785.43
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock09,0,757.37
37,240530_SEFL21J_trauma_g10,1,trauma,shock,shock10,0,1293.6
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock01,0,185.86
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock02,0,204.45
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock03,0,144.15
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock04,20.5,152.09
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock05,54.67,47.3
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock06,72,18.06
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock07,37.17,57.01
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock08,78.17,8.23
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock09,44.67,88.21
37,240530_SEFL21J_trauma_g10,1,trauma,postshock,postshock10,67.5,16.22
38,240530_SEFL21J_trauma_g10,2,trauma,baseline,baseline,0.41,197.87
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock01,0,1262.87
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock02,0,2045.37
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock03,0,1252.4
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock04,0,861.17
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock05,0,696.03
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock06,0,1020.53
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock07,0,1485.1
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock08,0,1357.97
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock09,0,948.83
38,240530_SEFL21J_trauma_g10,2,trauma,shock,shock10,0,1112.3
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock01,0,209.21
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock02,0,123.07
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock03,34,91.25
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock04,11.67,171.06
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock05,20.33,91.88
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock06,49.17,53.17
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock07,93,1.67
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock08,83,9.52
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock09,14.67,83.61
38,240530_SEFL21J_trauma_g10,2,trauma,postshock,postshock10,84.5,6.42
39,240530_SEFL21J_trauma_g10,3,trauma,baseline,baseline,0.73,191.34
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock01,0,1286.6
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock02,0,681.2
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock03,0,1081.23
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock04,0,590.9
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock05,0,1014.17
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock06,0,1117.53
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock07,0,869.3
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock08,0,775.4
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock09,0,514.7
39,240530_SEFL21J_trauma_g10,3,trauma,shock,shock10,0,829.2
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock01,0,183.15
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock02,0,86.84
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock03,23.67,87.53
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock04,45.5,29.67
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock05,70.33,10.15
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock06,65.67,8.42
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock07,62.17,17.59
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock08,83.17,12.22
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock09,75.67,15.61
39,240530_SEFL21J_trauma_g10,3,trauma,postshock,postshock10,68.67,11.44
40,240530_SEFL21J_trauma_g10,4,trauma,baseline,baseline,0,209.82
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock01,0,1078.03
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock02,0,679.07
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock03,0,550.17
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock04,0,591.3
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock05,0,704.9
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock06,0,941.5
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock07,0,1127.67
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock08,0,567.8
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock09,0,861.53
40,240530_SEFL21J_trauma_g10,4,trauma,shock,shock10,0,696.37
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock01,5,176.03
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock02,16.17,85.84
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock03,69,16.17
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock04,56.33,56.09
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock05,72.17,9.16
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock06,55,59.02
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock07,78.67,10.24
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock08,80.83,4.76
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock09,91.33,2.53
40,240530_SEFL21J_trauma_g10,4,trauma,postshock,postshock10,66.5,12.26
41,240530_SEFL21J_trauma_g11,1,trauma,baseline,baseline,1.37,180.89
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock01,0,1104.8
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock02,0,719.2
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock03,0,628.63
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock04,0,886.33
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock05,0,568.23
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock06,0,723.3
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock07,0,563.17
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock08,0,620
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock09,0,600.8
41,240530_SEFL21J_trauma_g11,1,trauma,shock,shock10,0,603.53
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock01,38.33,37.13
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock02,42.33,26.76
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock03,74.67,8.01
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock04,76.5,6.02
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock05,45.83,28.83
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock06,78,8.54
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock07,85.5,5.02
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock08,95.33,7.27
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock09,75.83,3.34
41,240530_SEFL21J_trauma_g11,1,trauma,postshock,postshock10,100,0
42,240530_SEFL21J_trauma_g11,2,trauma,baseline,baseline,0,198.75
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock01,0,1337.4
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock02,0,1009.33
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock03,0,1304.47
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock04,0,1052.57
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock05,0,919.87
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock06,0,758.27
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock07,0,1100.63
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock08,0,821.83
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock09,0,1251.57
42,240530_SEFL21J_trauma_g11,2,trauma,shock,shock10,0,1191.33
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock01,11.83,73.06
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock02,18.17,45.44
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock03,45,22.17
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock04,65.33,12.25
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock05,74.83,25.86
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock06,60.33,62.92
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock07,74.83,7.16
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock08,68.5,6.42
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock09,54.83,37.73
42,240530_SEFL21J_trauma_g11,2,trauma,postshock,postshock10,85.83,3.79
43,240530_SEFL21J_trauma_g11,3,trauma,baseline,baseline,0.69,161.97
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock01,0,1285.9
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock02,0,548.07
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock03,0,703.87
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock04,0,713.73
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock05,0,545.57
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock06,0,914.53
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock07,0,558.5
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock08,0,661.77
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock09,0,593.47
43,240530_SEFL21J_trauma_g11,3,trauma,shock,shock10,0,1160.77
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock01,0,130.99
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock02,24.67,42.3
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock03,78,15.38
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock04,88.67,3.9
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock05,63.67,21.73
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock06,81.17,6.05
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock07,72.67,26.05
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock08,97.17,3.54
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock09,87.17,6.34
43,240530_SEFL21J_trauma_g11,3,trauma,postshock,postshock10,100,0.01
44,240530_SEFL21J_trauma_g11,4,trauma,baseline,baseline,1.84,236.09
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock01,0,741.6
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock02,0,731.17
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock03,0,815.4
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock04,0,1024.33
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock05,0,706.33
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock06,0,798.37
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock07,0,639.8
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock08,0,1231.6
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock09,0,918.73
44,240530_SEFL21J_trauma_g11,4,trauma,shock,shock10,0,937.53
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock01,0,208.41
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock02,19.67,61.41
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock03,20.67,57.99
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock04,41.17,32.22
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock05,66.17,15.32
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock06,31.67,82.64
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock07,58.17,23.74
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock08,57.33,16.65
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock09,34,89.32
44,240530_SEFL21J_trauma_g11,4,trauma,postshock,postshock10,84.33,5.54
45,240530_SEFL21J_trauma_g12,1,trauma,baseline,baseline,0.38,225.37
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock01,0,1150.4
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock02,0,889.87
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock03,0,775.7
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock04,0,746.7
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock05,0,1149
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock06,0,834.13
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock07,0,966.5
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock08,0,1261.7
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock09,0,941.43
45,240530_SEFL21J_trauma_g12,1,trauma,shock,shock10,0,546.9
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock01,33.17,59.97
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock02,12.67,87.5
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock03,53.17,50.73
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock04,80.67,14.95
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock05,91.67,1.24
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock06,88.83,2.03
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock07,89.83,6.23
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock08,96,0.58
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock09,72.5,14.85
45,240530_SEFL21J_trauma_g12,1,trauma,postshock,postshock10,67.5,23.47
46,240530_SEFL21J_trauma_g12,2,trauma,baseline,baseline,1.82,217.91
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock01,0,1077.27
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock02,0,1146.53
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock03,0,1029.03
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock04,0,1420.7
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock05,100,0
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock06,100,0
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock07,100,0
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock08,100,0.03
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock09,100,0
46,240530_SEFL21J_trauma_g12,2,trauma,shock,shock10,0,9.27
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock01,0,144.28
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock02,6.67,67.25
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock03,5.5,119.8
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock04,100,0.01
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock05,100,0
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock06,100,0.01
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock07,100,0.01
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock08,100,0.01
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock09,94,1.54
46,240530_SEFL21J_trauma_g12,2,trauma,postshock,postshock10,100,0
47,240530_SEFL21J_trauma_g12,3,trauma,baseline,baseline,0.68,176.79
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock01,0,1045.3
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock02,0,1422.33
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock03,0,651.87
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock04,0,1138.83
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock05,0,788.63
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock06,0,734.13
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock07,0,995.13
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock08,0,550.63
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock09,0,492.2
47,240530_SEFL21J_trauma_g12,3,trauma,shock,shock10,0,446.77
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock01,78.5,8.85
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock02,81.67,4.93
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock03,89,4.07
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock04,100,0
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock05,100,0
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock06,90.67,3.21
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock07,75.83,8.78
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock08,99.83,0.32
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock09,90.67,1.66
47,240530_SEFL21J_trauma_g12,3,trauma,postshock,postshock10,100,0
48,240530_SEFL21J_trauma_g12,4,trauma,baseline,baseline,1.69,204.69
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock01,0,1199.17
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock02,0,1112.27
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock03,0,1510.97
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock04,0,853.33
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock05,0,636.57
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock06,0,1351.17
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock07,0,676.67
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock08,0,459.33
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock09,0,765.17
48,240530_SEFL21J_trauma_g12,4,trauma,shock,shock10,0,1045.2
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock01,0,100.99
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock02,31,29.89
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock03,48.83,26.39
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock04,50.33,22.84
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock05,43,38.35
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock06,71.17,22.08
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock07,69.83,11.63
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock08,85.83,2.21
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock09,64.67,20.75
48,240530_SEFL21J_trauma_g12,4,trauma,postshock,postshock10,94.5,1
49,240530_SEFL21J_trauma_g13,1,trauma,baseline,baseline,1.41,238.06
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock01,0,873.63
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock02,0,958.67
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock03,0,1152.23
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock04,0,790.37
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock05,0,989.23
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock06,0,806.3
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock07,0,1045.03
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock08,0,1042.6
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock09,0,671.03
49,240530_SEFL21J_trauma_g13,1,trauma,shock,shock10,0,570.93
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock01,0,160.19
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock02,0,156.32
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock03,5.67,64.25
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock04,31.5,41.08
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock05,60.33,8.24
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock06,42.83,32.53
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock07,75.67,10.79
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock08,83.67,6.77
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock09,82.33,8.74
49,240530_SEFL21J_trauma_g13,1,trauma,postshock,postshock10,53,26.41
50,240530_SEFL21J_trauma_g13,2,trauma,baseline,baseline,0.83,228.83
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock01,0,1236.03
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock02,0,1302.8
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock03,0,1486.97
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock04,0,1013.4
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock05,0,1186.63
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock06,0,1015.5
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock07,0,736.27
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock08,0,916.97
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock09,0,969.6
50,240530_SEFL21J_trauma_g13,2,trauma,shock,shock10,0,818.2
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock01,5.67,174.97
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock02,59.5,21.09
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock03,72.67,15.76
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock04,73.83,9.63
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock05,74.17,13.84
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock06,84,4.5
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock07,89.67,5.87
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock08,84.5,1.63
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock09,89,3.05
50,240530_SEFL21J_trauma_g13,2,trauma,postshock,postshock10,100,0.02
51,240530_SEFL21J_trauma_g13,3,trauma,baseline,baseline,0.6,187.2
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock01,0,772.47
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock02,0,1137.77
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock03,0,855.1
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock04,0,813.7
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock05,0,414.3
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock06,0,682.67
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock07,0,1006.53
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock08,0,695.83
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock09,0,792.23
51,240530_SEFL21J_trauma_g13,3,trauma,shock,shock10,0,536.9
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock01,35.67,81.05
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock02,45,15.24
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock03,37.67,41.74
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock04,40.83,44.47
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock05,90.67,3.17
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock06,86.17,2.43
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock07,83.5,19.08
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock08,100,0
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock09,85.33,11.18
51,240530_SEFL21J_trauma_g13,3,trauma,postshock,postshock10,96.33,0.88
52,240530_SEFL21J_trauma_g13,4,trauma,baseline,baseline,0,223.1
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock01,0,671.2
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock02,0,693.63
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock03,0,358.33
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock04,0,340.53
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock05,0,947.9
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock06,0,402.13
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock07,0,1681.9
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock08,0,704.07
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock09,0,1227.73
52,240530_SEFL21J_trauma_g13,4,trauma,shock,shock10,0,399.37
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock01,0,151.65
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock02,34.17,37.83
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock03,29,64.46
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock04,73.33,7
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock05,90.33,1.04
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock06,54.17,30.64
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock07,72.83,10
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock08,98.17,0.24
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock09,67.5,24.27
52,240530_SEFL21J_trauma_g13,4,trauma,postshock,postshock10,66,15.46
53,240530_SEFL21J_trauma_g14,1,trauma,baseline,baseline,0,236.1
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock01,0,1334.57
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock02,0,855.1
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock03,0,724.57
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock04,0,807.47
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock05,0,642.87
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock06,0,828.7
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock07,0,899.13
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock08,0,790.5
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock09,0,914.03
53,240530_SEFL21J_trauma_g14,1,trauma,shock,shock10,0,480.9
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock01,17.33,79.56
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock02,6.5,144.54
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock03,13.17,109.6
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock04,52.67,50.98
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock05,58.17,54.09
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock06,59.5,10.31
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock07,74.83,12.08
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock08,72.83,25.06
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock09,37.67,11.25
53,240530_SEFL21J_trauma_g14,1,trauma,postshock,postshock10,74.5,16.71
