annotation_labels,annotation_names,annotation_abrv,annotation_graph_order,volumes,parcellation_group
177,Nucleus of Roller,NR,978,1389,hindbrain
169,Nucleus prepositus,PRP,979,10012,hindbrain
80,Anterior hypothalamic area,AHA,736,,diencephalon
72,Anterodorsal preoptic nucleus,ADP,735,2188,diencephalon
272,Anteroventral periventricular nucleus,AVPV,738,4375,diencephalon
263,Anteroventral preoptic nucleus,AVP,737,4181,diencephalon
830,Dorsomedial nucleus of the hypothalamus,DMH,739,31008,diencephalon
523,Medial preoptic area,MPO,744,53336,diencephalon
452,Median preoptic nucleus,MEPO,743,10218,diencephalon
1109,Parastrial nucleus,PS,747,1720,diencephalon
126,"Periventricular hypothalamic nucleus, posterior part",PVp,749,8772,diencephalon
133,"Periventricular hypothalamic nucleus, preoptic part",PVpo,750,5380,diencephalon
914,Posterodorsal preoptic nucleus,PD,746,188,diencephalon
338,Subfornical organ,SFO,753,1485,diencephalon
347,Subparaventricular zone,SBPV,751,9556,diencephalon
286,Suprachiasmatic nucleus,SCH,752,6273,diencephalon
1124,Suprachiasmatic preoptic nucleus,PSCH,748,,diencephalon
763,Vascular organ of the lamina terminalis,OV,745,755,diencephalon
689,Ventrolateral preoptic nucleus,VLPO,755,1968,diencephalon
576073699,Ventromedial preoptic nucleus,VMPO,754,,diencephalon
332,Accessory supraoptic group,ASO,718,100,diencephalon
223,Arcuate hypothalamic nucleus,ARH,733,15693,diencephalon
38,Paraventricular hypothalamic nucleus,PVH,720,15889,diencephalon
30,"Periventricular hypothalamic nucleus, anterior part",PVa,731,816,diencephalon
118,"Periventricular hypothalamic nucleus, intermediate part",PVi,732,6785,diencephalon
390,Supraoptic nucleus,SO,717,3713,diencephalon
152,"Piriform area, layers 1-3",PIR1-3,417,,cortical_plate
276,"Piriform area, molecular layer",PIR1,418,,cortical_plate
291,"Piriform area, polymorph layer",PIR3,420,,cortical_plate
284,"Piriform area, pyramidal layer",PIR2,419,,cortical_plate
400,"Piriform-amygdalar area, layers 1-3",PAA1-3,445,,cortical_plate
408,"Piriform-amygdalar area, molecular layer",PAA1,446,,cortical_plate
424,"Piriform-amygdalar area, polymorph layer",PAA3,448,,cortical_plate
416,"Piriform-amygdalar area, pyramidal layer",PAA2,447,,cortical_plate
1117,"Pons, behavioral state related",P-sat,907,,hindbrain
987,"Pons, motor related",P-mot,890,,hindbrain
1132,"Pons, sensory related",P-sen,868,,hindbrain
162,Laterodorsal tegmental nucleus,LDT,912,7472,hindbrain
147,Locus ceruleus,LC,911,1042,hindbrain
604,Nucleus incertus,NI,913,8536,hindbrain
238,Nucleus raphe pontis,RPO,915,2777,hindbrain
146,Pontine reticular nucleus,PRNr,914,164040,hindbrain
350,Subceruleus nucleus,SLC,916,1954,hindbrain
358,Sublaterodorsal nucleus,SLD,917,4961,hindbrain
679,Superior central nucleus raphe,CS,908,43388,hindbrain
549009219,Accessory trigeminal nucleus,Acs5,904,,hindbrain
280,Barrington's nucleus,B,891,2272,hindbrain
880,Dorsal tegmental nucleus,DTN,892,5586,hindbrain
549009227,Intertrigeminal nucleus,I5,906,,hindbrain
283,Lateral tegmental nucleus,LTN,893,,hindbrain
621,Motor nucleus of trigeminal,V,902,24252,hindbrain
549009223,Parvicellular motor 5 nucleus,PC5,905,,hindbrain
549009215,Peritrigeminal zone,P5,903,,hindbrain
898,Pontine central gray,PCG,894,38868,hindbrain
931,Pontine gray,PG,895,60851,hindbrain
1093,"Pontine reticular nucleus, caudal part",PRNc,896,198025,hindbrain
552,"Pontine reticular nucleus, ventral part",PRNv,897,,hindbrain
462,Superior salivatory nucleus,SSN,899,,hindbrain
318,Supragenual nucleus,SG,898,1128,hindbrain
534,Supratrigeminal nucleus,SUT,900,10567,hindbrain
574,Tegmental reticular nucleus,TRN,901,45575,hindbrain
612,Nucleus of the lateral lemniscus,NLL,869,41788,hindbrain
867,Parabrachial nucleus,PB,874,55843,hindbrain
7,Principal sensory nucleus of the trigeminal,PSV,873,70385,hindbrain
398,Superior olivary complex,SOC,886,,hindbrain
312782546,Anterior area,VISa,346,,cortical_plate
532,"Posterior parietal association areas, layer 1",PTLp1,340,,cortical_plate
241,"Posterior parietal association areas, layer 2/3",PTLp2/3,341,,cortical_plate
635,"Posterior parietal association areas, layer 4",PTLp4,342,,cortical_plate
683,"Posterior parietal association areas, layer 5",PTLp5,343,,cortical_plate
308,"Posterior parietal association areas, layer 6a",PTLp6a,344,,cortical_plate
340,"Posterior parietal association areas, layer 6b",PTLp6b,345,,cortical_plate
417,Rostrolateral visual area,VISrl,353,,cortical_plate
1140,"Postpiriform transition area, layers 1",TR1,451,,cortical_plate
517,"Postpiriform transition area, layers 1-3",TR1-3,450,,cortical_plate
1141,"Postpiriform transition area, layers 2",TR2,452,,cortical_plate
1142,"Postpiriform transition area, layers 3",TR3,453,,cortical_plate
312782632,"Postrhinal area, layer 1",VISpor1,214,,cortical_plate
312782636,"Postrhinal area, layer 2/3",VISpor2/3,215,,cortical_plate
312782640,"Postrhinal area, layer 4",VISpor4,216,,cortical_plate
312782644,"Postrhinal area, layer 5",VISpor5,217,,cortical_plate
312782648,"Postrhinal area, layer 6a",VISpor6a,218,,cortical_plate
312782652,"Postrhinal area, layer 6b",VISpor6b,219,,cortical_plate
10696,"Postsubiculum, layer 1",POST1,528,,cortical_plate
10697,"Postsubiculum, layer 2",POST2,529,,cortical_plate
10698,"Postsubiculum, layer 3",POST3,530,,cortical_plate
195,"Prelimbic area, layer 2",PL2,240,,cortical_plate
10699,"Presubiculum, layer 1",PRE1,532,,cortical_plate
10700,"Presubiculum, layer 2",PRE2,533,,cortical_plate
10701,"Presubiculum, layer 3",PRE3,534,,cortical_plate
215,Anterior pretectal nucleus,APN,837,73669,midbrain
531,Medial pretectal area,MPT,838,7298,midbrain
628,Nucleus of the optic tract,NOT,839,5492,midbrain
634,Nucleus of the posterior commissure,NPC,840,15510,midbrain
706,Olivary pretectal nucleus,OP,841,5117,midbrain
1061,Posterior pretectal nucleus,PPT,842,4278,midbrain
549009203,Retroparafascicular nucleus,RPF,843,,midbrain
329,"Primary somatosensory area, barrel field",SSp-bfd,51,,cortical_plate
793,"Primary somatosensory area, layer 1",SSp1,38,,cortical_plate
346,"Primary somatosensory area, layer 2/3",SSp2/3,39,,cortical_plate
865,"Primary somatosensory area, layer 4",SSp4,40,,cortical_plate
921,"Primary somatosensory area, layer 5",SSp5,41,,cortical_plate
686,"Primary somatosensory area, layer 6a",SSp6a,42,,cortical_plate
719,"Primary somatosensory area, layer 6b",SSp6b,43,,cortical_plate
337,"Primary somatosensory area, lower limb",SSp-ll,65,,cortical_plate
345,"Primary somatosensory area, mouth",SSp-m,72,,cortical_plate
353,"Primary somatosensory area, nose",SSp-n,44,,cortical_plate
361,"Primary somatosensory area, trunk",SSp-tr,86,,cortical_plate
182305689,"Primary somatosensory area, unassigned",SSp-un,93,,cortical_plate
369,"Primary somatosensory area, upper limb",SSp-ul,79,,cortical_plate
480149202,Rostrolateral lateral visual area,VISrll,58,,cortical_plate
182305693,"Primary somatosensory area, unassigned, layer 1",SSp-un1,94,,cortical_plate
182305697,"Primary somatosensory area, unassigned, layer 2/3",SSp-un2/3,95,,cortical_plate
182305701,"Primary somatosensory area, unassigned, layer 4",SSp-un4,96,,cortical_plate
182305705,"Primary somatosensory area, unassigned, layer 5",SSp-un5,97,,cortical_plate
182305709,"Primary somatosensory area, unassigned, layer 6a",SSp-un6a,98,,cortical_plate
182305713,"Primary somatosensory area, unassigned, layer 6b",SSp-un6b,99,,cortical_plate
484682475,"Prosubiculum, dorsal part",ProSd,545,,cortical_plate
484682492,"Prosubiculum, ventral part",ProSv,549,,cortical_plate
484682479,"Prosubiculum, dorsal part, molecular layer",ProSd-m,546,,cortical_plate
484682483,"Prosubiculum, dorsal part, pyramidal layer",ProSd-sp,547,,cortical_plate
484682487,"Prosubiculum, dorsal part, stratum radiatum",ProSd-sr,548,,cortical_plate
484682496,"Prosubiculum, ventral part, molecular layer",ProSv-m,550,,cortical_plate
484682500,"Prosubiculum, ventral part, pyramidal layer",ProSv-sp,551,,cortical_plate
484682504,"Prosubiculum, ventral part, stratum radiatum",Prosv-sr,552,,cortical_plate
10729,"Pyramus (VIII), granular layer",PYRgr,1037,,cerebellum
10731,"Pyramus (VIII), molecular layer",PYRmo,1035,,cerebellum
10730,"Pyramus (VIII), Purkinje layer",PYRpu,1036,,cerebellum
484682508,Area prostriata,APr,554,,cortical_plate
909,Entorhinal area,ENT,493,,cortical_plate
589508447,Hippocampo-amygdalar transition area,HATA,553,,cortical_plate
843,Parasubiculum,PAR,523,59900,cortical_plate
1037,Postsubiculum,POST,527,53374,cortical_plate
1084,Presubiculum,PRE,531,67752,cortical_plate
484682470,Prosubiculum,ProS,544,,cortical_plate
502,Subiculum,SUB,535,289037,cortical_plate
879,"Retrosplenial area, dorsal part",RSPd,325,,cortical_plate
886,"Retrosplenial area, ventral part",RSPv,332,,cortical_plate
480149314,Medial visual area,VISm,318,,cortical_plate
480149258,Mediomedial anterior visual area,VISmma,304,,cortical_plate
480149286,Mediomedial posterior visual area,VISmmp,311,,cortical_plate
606,"Retrosplenial area, ventral part, layer 2",RSPv2,334,,cortical_plate
480149206,"Rostrolateral lateral visual area, layer 1",VISrll1,59,,cortical_plate
480149210,"Rostrolateral lateral visual area, layer 2/3",VISrll2/3,60,,cortical_plate
480149214,"Rostrolateral lateral visual area, layer 4",VISrll4,61,,cortical_plate
480149222,"Rostrolateral lateral visual area, layer 6a",VISrll6a,63,,cortical_plate
480149226,"Rostrolateral lateral visual area, layer 6b",VISrll6b,64,,cortical_plate
480149218,"Rostrolateral lateral visual area,layer 5",VISrll5,62,,cortical_plate
312782604,"Rostrolateral area, layer 1",VISrl1,354,,cortical_plate
312782608,"Rostrolateral area, layer 2/3",VISrl2/3,355,,cortical_plate
312782612,"Rostrolateral area, layer 4",VISrl4,356,,cortical_plate
312782616,"Rostrolateral area, layer 5",VISrl5,357,,cortical_plate
312782620,"Rostrolateral area, layer 6a",VISrl6a,358,,cortical_plate
312782624,"Rostrolateral area, layer 6b",VISrl6b,359,74049,cortical_plate
10672,"Simple lobule, granular layer",SIMgr,1050,,cerebellum
10674,"Simple lobule, molecular layer",SIMmo,1048,,cerebellum
10673,"Simple lobule, Purkinje layer",SIMpu,1049,,cerebellum
985,Primary motor area,MOp,18,34027,cortical_plate
993,Secondary motor area,MOs,24,,cortical_plate
107,"Somatomotor areas, Layer 1",MO1,13,,cortical_plate
219,"Somatomotor areas, Layer 2/3",MO2/3,14,,cortical_plate
299,"Somatomotor areas, Layer 5",MO5,15,,cortical_plate
644,"Somatomotor areas, Layer 6a",MO6a,16,,cortical_plate
947,"Somatomotor areas, Layer 6b",MO6b,17,,cortical_plate
322,Primary somatosensory area,SSp,37,,cortical_plate
12993,"Somatosensory areas, layer 1",SS1,31,,cortical_plate
12994,"Somatosensory areas, layer 2/3",SS2/3,32,,cortical_plate
12995,"Somatosensory areas, layer 4",SS4,33,,cortical_plate
12996,"Somatosensory areas, layer 5",SS5,34,,cortical_plate
12997,"Somatosensory areas, layer 6a",SS6a,35,,cortical_plate
12998,"Somatosensory areas, layer 6b",SS6b,36,,cortical_plate
378,Supplemental somatosensory area,SSs,100,,cortical_plate
77,"Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part",SPVOcdm,940,,hindbrain
53,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone",SPVOmdmd,941,,hindbrain
61,"Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone",SPVOmdmv,942,,hindbrain
45,"Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part",SPVOrdm,943,,hindbrain
69,"Spinal nucleus of the trigeminal, oral part, ventrolateral part",SPVOvl,944,,hindbrain
275,Lateral septal complex,LSX,585,,cerebral_nuclei
485,Striatum dorsal region,STRd,572,,cerebral_nuclei
493,Striatum ventral region,STRv,574,,cerebral_nuclei
278,Striatum-like amygdalar nuclei,sAMY,592,15406,cerebral_nuclei
672,Caudoputamen,CP,573,1627409,cerebral_nuclei
998,Fundus of striatum,FS,576,23171,cerebral_nuclei
549009199,Lateral strip of striatum,LSS,584,,cerebral_nuclei
56,Nucleus accumbens,ACB,575,263008,cerebral_nuclei
754,Olfactory tubercle,OT,577,242728,cerebral_nuclei
23,Anterior amygdalar area,AAA,593,37040,cerebral_nuclei
292,Bed nucleus of the accessory olfactory tract,BA,594,4769,cerebral_nuclei
536,Central amygdalar nucleus,CEA,595,78676,cerebral_nuclei
1105,Intercalated amygdalar nucleus,IA,599,12448,cerebral_nuclei
403,Medial amygdalar nucleus,MEA,600,100225,cerebral_nuclei
509,"Subiculum, dorsal part",SUBd,536,,cortical_plate
518,"Subiculum, ventral part",SUBv,540,,cortical_plate
829,"Subiculum, dorsal part, molecular layer",SUBd-m,537,,cortical_plate
845,"Subiculum, dorsal part, pyramidal layer",SUBd-sp,538,,cortical_plate
837,"Subiculum, dorsal part, stratum radiatum",SUBd-sr,539,,cortical_plate
853,"Subiculum, ventral part, molecular layer",SUBv-m,541,,cortical_plate
870,"Subiculum, ventral part, pyramidal layer",SUBv-sp,542,,cortical_plate
861,"Subiculum, ventral part, stratum radiatum",SUBv-sr,543,,cortical_plate
137,"Superior central nucleus raphe, lateral part",CSl,909,,hindbrain
130,"Superior central nucleus raphe, medial part",CSm,910,,hindbrain
1110,"Supramammillary nucleus, lateral part",SUMl,767,,diencephalon
1118,"Supramammillary nucleus, medial part",SUMm,768,,diencephalon
597,"Taenia tecta, dorsal part",TTd,399,,cortical_plate
605,"Taenia tecta, ventral part",TTv,405,,cortical_plate
1034,"Taenia tecta, dorsal part, layer 1",TTd1,401,,cortical_plate
1042,"Taenia tecta, dorsal part, layer 2",TTd2,402,,cortical_plate
1050,"Taenia tecta, dorsal part, layer 3",TTd3,403,,cortical_plate
1059,"Taenia tecta, dorsal part, layer 4",TTd4,404,,cortical_plate
297,"Taenia tecta, dorsal part, layers 1-4",TTd1-4,400,,cortical_plate
1067,"Taenia tecta, ventral part, layer 1",TTv1,407,,cortical_plate
1075,"Taenia tecta, ventral part, layer 2",TTv2,408,,cortical_plate
1082,"Taenia tecta, ventral part, layer 3",TTv3,409,,cortical_plate
306,"Taenia tecta, ventral part, layers 1-3",TTv1-3,406,,cortical_plate
856,"Thalamus, polymodal association cortex related",DORpm,666,,diencephalon
864,"Thalamus, sensory-motor cortex related",DORsm,642,,diencephalon
239,Anterior group of the dorsal thalamus,ATN,674,,diencephalon
958,Epithalamus,EPI,711,,diencephalon
1014,"Geniculate group, ventral thalamus",GENv,704,,diencephalon
51,Intralaminar nuclei of the dorsal thalamus,ILM,696,,diencephalon
138,Lateral group of the dorsal thalamus,LAT,667,,diencephalon
444,Medial group of the dorsal thalamus,MED,683,,diencephalon
571,Midline group of the dorsal thalamus,MTN,691,,diencephalon
262,Reticular nucleus of the thalamus,RT,703,87419,diencephalon
1008,"Geniculate group, dorsal thalamus",GENd,657,,diencephalon
1044,Peripeduncular nucleus,PP,656,2799,diencephalon
609,Subparafascicular area,SPA,655,3375,diencephalon
406,Subparafascicular nucleus,SPF,652,,diencephalon
637,Ventral group of the dorsal thalamus,VENT,643,,diencephalon
10732,"Uvula (IX), granular layer",UVUgr,1041,,cerebellum
10734,"Uvula (IX), molecular layer",UVUmo,1039,,cerebellum
10733,"Uvula (IX), Purkinje layer",UVUpu,1040,,cerebellum
563807435,Posterior triangular thalamic nucleus,PoT,651,,diencephalon
629,Ventral anterior-lateral complex of the thalamus,VAL,644,46277,diencephalon
685,Ventral medial nucleus of the thalamus,VM,645,47254,diencephalon
709,Ventral posterior complex of the thalamus,VP,646,,diencephalon
300,"Ventral part of the lateral geniculate complex, lateral zone",LGvl,708,,diencephalon
316,"Ventral part of the lateral geniculate complex, medial zone",LGvm,709,,diencephalon
718,Ventral posterolateral nucleus of the thalamus,VPL,647,40066,diencephalon
725,"Ventral posterolateral nucleus of the thalamus, parvicellular part",VPLpc,648,2273,diencephalon
733,Ventral posteromedial nucleus of the thalamus,VPM,649,102689,diencephalon
741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,650,8633,diencephalon
761,"Ventromedial hypothalamic nucleus, anterior part",VMHa,784,,diencephalon
769,"Ventromedial hypothalamic nucleus, central part",VMHc,785,,diencephalon
777,"Ventromedial hypothalamic nucleus, dorsomedial part",VMHdm,786,,diencephalon
785,"Ventromedial hypothalamic nucleus, ventrolateral part",VMHvl,787,,diencephalon
402,Anterolateral visual area,VISal,164,,cortical_plate
394,Anteromedial visual area,VISam,171,,cortical_plate
409,Lateral visual area,VISl,178,,cortical_plate
312782574,Laterointermediate area,VISli,206,,cortical_plate
425,Posterolateral visual area,VISpl,192,,cortical_plate
533,posteromedial visual area,VISpm,199,,cortical_plate
312782628,Postrhinal area,VISpor,213,,cortical_plate
385,Primary visual area,VISp,185,,cortical_plate
801,"Visual areas, layer 1",VIS1,158,,cortical_plate
561,"Visual areas, layer 2/3",VIS2/3,159,,cortical_plate
913,"Visual areas, layer 4",VIS4,160,,cortical_plate
937,"Visual areas, layer 5",VIS5,161,,cortical_plate
457,"Visual areas, layer 6a",VIS6a,162,,cortical_plate
497,"Visual areas, layer 6b",VIS6b,163,,cortical_plate
796,Dopaminergic A13 group,A13,799,,diencephalon
804,Fields of Forel,FF,800,3662,diencephalon
