Animal,File,Box,phase,subphase,component,freezing,motion
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,bl,bl,3.481481481,1132.143333
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,bl,bl,12.2345679,784.8140741
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,bl,bl,1.407407407,1097.154568
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,bl,bl,5.271604938,703.1938272
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,bl,bl,2.444444444,1145.781852
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,bl,bl,14.43209877,707.2090123
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,bl,bl,3.580246914,872.2032099
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,bl,bl,8.271604938,829.787284
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,bl,bl,11.2962963,706.5922222
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,bl,bl,2.567901235,943.5209877
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,bl,bl,3.444444444,796.8830864
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,bl,bl,10.65432099,782.8050617
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,bl,bl,7.839506173,823.9397531
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,bl,bl,15.44444444,625.437284
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,bl,bl,3.814814815,924.3219753
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,bl,laser,0,1318.016667
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,bl,laser,64.11111111,233.2666667
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,bl,laser,2,1327.09
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,bl,laser,4.333333333,832.05
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,bl,laser,1.666666667,1081.984444
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,bl,laser,50.44444444,200.54
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,bl,laser,13.44444444,778.8711111
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,bl,laser,20.55555556,510.58
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,bl,laser,17.33333333,778.8388889
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,bl,laser,47.55555556,252.6311111
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,bl,laser,6.444444444,733.4255556
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,bl,laser,2,849.5788889
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,bl,laser,12,858.1133333
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,bl,laser,36.55555556,554.2488889
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,bl,laser,10.55555556,776.4833333
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_1,2.666666667,1141.681667
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_1,18.16666667,780.2483333
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_1,47,251.725
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_1,20.5,389.6866667
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_1,7.333333333,624.4216667
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_1,67,159.1933333
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_1,5.333333333,1154.25
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_1,47,212.2133333
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_1,13.5,557.3366667
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_1,47.16666667,232.535
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_1,3,806.3333333
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_1,8,811.8566667
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_1,41.5,265.6216667
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_1,62.16666667,159.7266667
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_1,76.5,126.6566667
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_10,86.02693603,72.66329966
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_10,91.24579125,49.30639731
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_10,81.17647059,98.69411765
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_10,93.94957983,41.5512605
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_10,90.38785835,32.29848229
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_10,83.5016835,67.58922559
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_10,100,0.186554622
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_10,56.22895623,290.1077441
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_10,90.21922428,43.81112985
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_10,73.01854975,115.6526138
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_10,49.07251265,226.0505902
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_10,74.32432432,102.597973
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_10,100,0.511784512
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_10,84.9915683,83.88532884
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_10,100,1.560810811
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_2,10.5,631.0483333
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_2,24.66666667,308.9916667
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_2,82.33333333,120.6066667
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_2,43.16666667,342.685
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_2,45,290.7733333
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_2,46.16666667,271.8216667
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_2,35.16666667,620.0266667
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_2,29.5,376.875
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_2,44.16666667,332.365
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_2,22.83333333,388.9683333
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_2,16,532.21
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_2,56.66666667,173.4016667
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_2,27,538.525
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_2,48.16666667,237.865
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_2,49.66666667,246.0466667
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_3,44.83333333,265.6933333
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_3,51.66666667,163.8583333
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_3,29,184.9416667
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_3,55.33333333,256.685
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_3,57.66666667,158.9083333
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_3,73.66666667,123.995
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_3,44.83333333,282.4883333
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_3,55.66666667,189.3783333
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_3,84,73.16666667
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_3,62.66666667,142.8483333
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_3,32,212.4133333
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_3,55.83333333,222.1983333
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_3,56.16666667,179.1433333
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_3,85.66666667,85.04
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_3,75.5,122.23
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_4,22,680.1416667
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_4,28.33333333,301.635
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_4,34.66666667,344.605
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_4,59,213.1883333
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_4,65.83333333,243.7716667
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_4,17.16666667,594.9666667
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_4,82.33333333,126.3583333
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_4,88.16666667,45.40166667
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_4,78.33333333,125.9033333
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_4,75.66666667,159.23
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_4,20.66666667,569.48
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_4,76.33333333,104.5883333
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_4,64.83333333,157.9983333
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_4,52.66666667,377.6433333
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_4,94.16666667,44.83666667
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_5,38.66666667,362.5533333
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_5,41.33333333,508.6416667
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_5,81.16666667,85.96
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_5,77.5,102.18
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_5,84.66666667,67.95833333
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_5,86.33333333,64.33
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_5,83,75.97666667
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_5,75,136.3133333
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_5,85.16666667,53.68333333
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_5,68.16666667,183.0716667
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_5,54.83333333,174.52
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_5,71,291.8533333
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_5,49.66666667,373.4116667
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_5,72.66666667,156.915
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_5,96.66666667,20.74
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_6,51,357.8533333
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_6,59.83333333,351.325
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_6,90.5,66.855
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_6,90.66666667,42.63166667
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_6,100,5.121666667
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_6,76.16666667,142.0216667
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_6,74,127.7083333
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_6,90.66666667,50.405
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_6,98.33333333,21.11
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_6,89.66666667,49.78833333
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_6,18.83333333,573.635
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_6,82.83333333,71.72
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_6,29,417.62
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_6,72.83333333,149.3216667
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_6,99.33333333,11.25833333
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_7,53.83333333,304.895
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_7,100,4.64
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_7,62.5,173.3516667
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_7,63.16666667,247.485
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_7,81.33333333,78.26666667
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_7,68.5,140.535
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_7,83.33333333,69.97166667
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_7,84.5,64.21666667
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_7,77.66666667,93.70333333
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_7,71.5,137.885
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_7,40.83333333,215.2216667
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_7,78.83333333,91.395
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_7,88.33333333,45.925
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_7,95.83333333,31.05333333
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_7,84,78.47833333
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_8,65.16666667,165.4166667
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_8,64.83333333,239.215
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_8,74.16666667,98.52833333
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_8,88,51.94166667
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_8,92.33333333,43.08666667
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_8,76.66666667,128.9033333
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_8,87,48.95166667
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_8,56.33333333,209.8633333
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_8,77.33333333,92.97166667
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_8,69.5,166.2383333
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_8,51.66666667,177.825
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_8,79.33333333,142.3616667
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_8,59.5,260.48
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_8,64.5,213.375
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_8,99.5,11.44333333
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,postshock,postshock_9,100,0.865
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,postshock,postshock_9,96,11.07333333
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,postshock,postshock_9,79,117.0183333
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,postshock,postshock_9,76.83333333,107.9983333
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,postshock,postshock_9,96.5,11.04166667
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,postshock,postshock_9,89.5,41.63333333
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,postshock,postshock_9,100,0.04
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,postshock,postshock_9,70.83333333,156.4366667
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,postshock,postshock_9,69.33333333,141.3366667
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,postshock,postshock_9,75.5,127.0133333
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,postshock,postshock_9,42,304.3666667
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,postshock,postshock_9,85.16666667,56.46833333
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,postshock,postshock_9,77.5,164.495
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,postshock,postshock_9,87.16666667,86.765
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,postshock,postshock_9,69.16666667,148.3733333
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,shock,shock_1,0,2648.933333
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,shock,shock_1,6.666666667,1268.8
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,shock,shock_1,0,3082.733333
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,shock,shock_1,0,2548.2
5,250821_SEFL21H2_trauma_05_06 Box 1.wmv,1,trauma,shock,shock_1,0,3282.333333
6,250821_SEFL21H2_trauma_05_06 Box 2.wmv,2,trauma,shock,shock_1,16.66666667,3083.9
7,250821_SEFL21H2_trauma_07_08 Box 1.wmv,1,trauma,shock,shock_1,0,2619.7
8,250821_SEFL21H2_trauma_07_08 Box 2.wmv,2,trauma,shock,shock_1,0,2476.333333
9,250821_SEFL21H2_trauma_09_10 Box 1.wmv,1,trauma,shock,shock_1,0,2838.8
10,250821_SEFL21H2_trauma_09_10 Box 2.wmv,2,trauma,shock,shock_1,0,2379.866667
11,250821_SEFL21H2_trauma_11_12 Box 1.wmv,1,trauma,shock,shock_1,0,2447.966667
12,250821_SEFL21H2_trauma_11_12 Box 2.wmv,2,trauma,shock,shock_1,0,2906.233333
13,250821_SEFL21H2_trauma_13_14 Box 1.wmv,1,trauma,shock,shock_1,0,3310.933333
14,250821_SEFL21H2_trauma_13_14 Box 2.wmv,2,trauma,shock,shock_1,0,2473.166667
15,250821_SEFL21H2_trauma_xx_15.wmv,2,trauma,shock,shock_1,0,2849.9
1,250821_SEFL21H2_trauma_01_02 Box 1.wmv,1,trauma,shock,shock_10,10,2665.366667
2,250821_SEFL21H2_trauma_01_02 Box 2.wmv,2,trauma,shock,shock_10,6.666666667,2087.5
3,250821_SEFL21H2_trauma_03_04 Box 1.wmv,1,trauma,shock,shock_10,0,3523.333333
4,250821_SEFL21H2_trauma_03_04 Box 2.wmv,2,trauma,shock,shock_10,0,1580.266667
