Animal,File,Box,phase,subphase,component,freezing,motion
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,postshock,postshock_4,69,133.8116667
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,postshock,postshock_4,2.666666667,868.4816667
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,postshock,postshock_4,0,817.0216667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,postshock,postshock_4,23.33333333,291.9733333
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,postshock,postshock_4,68.66666667,205.4416667
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,postshock,postshock_4,2.833333333,628.0483333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,postshock,postshock_5,13.33333333,513.215
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,postshock,postshock_5,69.5,106.0116667
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,postshock,postshock_5,7.5,536.7283333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,postshock,postshock_5,59.33333333,179.03
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,postshock,postshock_5,78,81.09333333
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,postshock,postshock_5,23.33333333,373.56
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,postshock,postshock_5,0,691.69
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,postshock,postshock_5,62,148.31
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,postshock,postshock_5,60.16666667,194.5916667
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,postshock,postshock_5,79.83333333,108.4783333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,postshock,postshock_5,21.5,496.5233333
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,postshock,postshock_5,41.33333333,295.3333333
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,postshock,postshock_5,44.5,294.9233333
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,postshock,postshock_5,8,579.5133333
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,postshock,postshock_5,7.666666667,430.5066667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,postshock,postshock_5,32.33333333,362.0516667
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,postshock,postshock_5,67,288.685
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,postshock,postshock_5,11,552.3316667
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,postshock,postshock_6,27.66666667,394.3433333
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,postshock,postshock_6,49.66666667,248.4633333
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,postshock,postshock_6,19.33333333,528.1083333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,postshock,postshock_6,68,162.5816667
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,postshock,postshock_6,86.5,46.33
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,postshock,postshock_6,9.5,876.185
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,postshock,postshock_6,10.16666667,449.7816667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,postshock,postshock_6,58.66666667,212.71
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,postshock,postshock_6,87.83333333,69.08333333
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,postshock,postshock_6,92,42.25833333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,postshock,postshock_6,50.33333333,210.9
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,postshock,postshock_6,58.66666667,256.4883333
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,postshock,postshock_6,58.83333333,192.525
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,postshock,postshock_6,12.83333333,612.08
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,postshock,postshock_6,16.83333333,431.7566667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,postshock,postshock_6,87.16666667,57.72166667
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,postshock,postshock_6,64,327.1116667
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,postshock,postshock_6,0,950.4216667
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,postshock,postshock_7,30.5,291.735
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,postshock,postshock_7,63.66666667,153.3916667
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,postshock,postshock_7,12.5,529.09
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,postshock,postshock_7,37,348.4416667
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,postshock,postshock_7,57.83333333,290.49
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,postshock,postshock_7,40.16666667,258.0116667
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,postshock,postshock_7,11.33333333,649.8966667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,postshock,postshock_7,57.83333333,170.64
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,postshock,postshock_7,80.5,114.9083333
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,postshock,postshock_7,86,75.51166667
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,postshock,postshock_7,30.33333333,268.1333333
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,postshock,postshock_7,67.83333333,144.115
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,postshock,postshock_7,79.16666667,93.43833333
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,postshock,postshock_7,16,506.39
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,postshock,postshock_7,33,257.5916667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,postshock,postshock_7,87,67.495
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,postshock,postshock_7,67.33333333,173.59
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,postshock,postshock_7,11.83333333,634.8583333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,postshock,postshock_8,57,201.3383333
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,postshock,postshock_8,86.66666667,65.13333333
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,postshock,postshock_8,3.166666667,508.9266667
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,postshock,postshock_8,97.33333333,42.66333333
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,postshock,postshock_8,85.83333333,55.18333333
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,postshock,postshock_8,4,706.2766667
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,postshock,postshock_8,5.833333333,914.7066667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,postshock,postshock_8,46,395.065
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,postshock,postshock_8,99.83333333,10.64
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,postshock,postshock_8,99.33333333,13.53833333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,postshock,postshock_8,39.16666667,197.63
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,postshock,postshock_8,92.66666667,45.00166667
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,postshock,postshock_8,73.5,133.065
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,postshock,postshock_8,40.16666667,300.2083333
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,postshock,postshock_8,39.16666667,238.6016667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,postshock,postshock_8,65.33333333,255.1583333
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,postshock,postshock_8,50,296.8266667
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,postshock,postshock_8,2.5,1129.895
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,postshock,postshock_9,37.66666667,237.6216667
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,postshock,postshock_9,80.83333333,79.61
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,postshock,postshock_9,17.5,531.4216667
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,postshock,postshock_9,97.83333333,15.05666667
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,postshock,postshock_9,84,90.83
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,postshock,postshock_9,6.833333333,914.68
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,postshock,postshock_9,13.33333333,706.4983333
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,postshock,postshock_9,64.16666667,162.2883333
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,postshock,postshock_9,86.33333333,77.905
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,postshock,postshock_9,87.83333333,51.23833333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,postshock,postshock_9,8,635.65
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,postshock,postshock_9,83.16666667,70.64
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,postshock,postshock_9,82.66666667,77.03
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,postshock,postshock_9,44.33333333,285.615
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,postshock,postshock_9,59.33333333,155.3266667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,postshock,postshock_9,50,372.82
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,postshock,postshock_9,76.16666667,110.8533333
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,postshock,postshock_9,22.16666667,398.8383333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_1,0,2136.266667
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_1,6.666666667,1708.3
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_1,0,2611.266667
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_1,0,2699.466667
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_1,6.666666667,3064.733333
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_1,0,2531.9
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_1,0,3048.066667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_1,0,2051.6
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_1,0,2525.7
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_1,6.666666667,2396.033333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_1,0,2898.533333
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_1,0,2739.1
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_1,0,2584.9
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_1,0,2115.966667
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_1,0,2923
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_1,0,1835.466667
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_1,0,1476.666667
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_1,0,1767.633333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_10,0,2870.9
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_10,6.666666667,2451.466667
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_10,0,2302
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_10,10,2119.533333
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_10,6.666666667,2585.333333
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_10,0,2714.966667
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_10,0,2808.666667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_10,6.666666667,2350
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_10,6.666666667,2348.2
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_10,6.666666667,2844.8
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_10,0,1656.366667
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_10,23.33333333,1429.566667
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_10,6.666666667,2044.233333
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_10,6.666666667,1295.933333
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_10,0,2317.066667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_10,0,1697.766667
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_10,0,1873
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_10,0,1727.833333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_2,0,3114.6
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_2,0,1660.7
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_2,6.666666667,1475.433333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_2,0,3474.2
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_2,0,3020.7
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_2,0,2195.133333
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_2,0,2255.166667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_2,0,1368.866667
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_2,13.33333333,2330.966667
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_2,6.666666667,2210.633333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_2,0,2763.066667
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_2,0,1760.566667
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_2,0,2584.766667
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_2,0,2984.1
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_2,0,2633.566667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_2,0,2062.133333
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_2,0,2837.566667
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_2,0,1816.2
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_3,0,1295.433333
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_3,0,2265.166667
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_3,0,2336.933333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_3,0,3451.266667
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_3,0,2553.833333
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_3,0,1524.1
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_3,0,1977.633333
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_3,0,1767.033333
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_3,0,1947.466667
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_3,16.66666667,2103.6
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_3,0,2102.966667
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_3,0,1616.133333
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_3,0,2404.7
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_3,6.666666667,2238.4
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_3,0,2041.5
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_3,0,2432.933333
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_3,0,2282.4
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_3,0,2083.233333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_4,0,2351.933333
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_4,0,1981.366667
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_4,0,1829.633333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_4,0,2089.3
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_4,3.333333333,2227.8
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_4,0,1747.5
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_4,0,2680.366667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_4,0,1960.433333
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_4,0,2862.5
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_4,3.333333333,2330.133333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_4,0,2430.366667
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_4,16.66666667,1916.8
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_4,0,2086.033333
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_4,0,2295.3
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_4,0,2073.2
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_4,0,1819.866667
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_4,13.33333333,2375.733333
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_4,0,1612.633333
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_5,0,1791.6
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_5,0,2819.1
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_5,0,1483.833333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_5,0,2382.833333
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_5,13.33333333,2877.466667
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_5,0,2210.6
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_5,0,2437.066667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_5,6.666666667,2758.233333
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_5,6.666666667,1802.2
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_5,6.666666667,1626.5
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_5,0,2355.733333
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_5,3.333333333,2555.9
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_5,6.666666667,2604.2
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_5,0,1384.766667
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_5,0,2262.466667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_5,0,1550.4
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_5,10,1694.9
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_5,0,1053.066667
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_6,0,2966.366667
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_6,6.666666667,1986.833333
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_6,0,3028.3
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_6,0,2986.3
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_6,6.666666667,2521.866667
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_6,0,1718.733333
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_6,0,2433.766667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_6,10,1691.966667
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_6,3.333333333,2374.166667
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_6,3.333333333,2563.933333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_6,0,2670.3
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_6,0,2400.033333
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_6,10,1526.5
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_6,0,1772.5
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_6,0,1567.866667
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_6,13.33333333,1604
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_6,0,2648.433333
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_6,0,2385.5
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_7,0,2033.833333
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_7,3.333333333,2376.166667
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_7,0,2015.133333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_7,0,2727.533333
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_7,6.666666667,2316.466667
26,251210_SEFL21H2_B2_trauma_25_26 Box 2.wmv,2,trauma,shock,shock_7,13.33333333,2059.433333
27,251210_SEFL21H2_B2_trauma_27_28 Box 1.wmv,1,trauma,shock,shock_7,0,2808.766667
28,251210_SEFL21H2_B2_trauma_27_28 Box 2.wmv,2,trauma,shock,shock_7,13.33333333,2384.5
29,251210_SEFL21H2_B2_trauma_29_30 Box 1.wmv,1,trauma,shock,shock_7,6.666666667,3077.933333
30,251210_SEFL21H2_B2_trauma_29_30 Box 2.wmv,2,trauma,shock,shock_7,6.666666667,1936.233333
31,251210_SEFL21H2_B2_trauma_31_32 Box 1.wmv,1,trauma,shock,shock_7,0,2488.933333
32,251210_SEFL21H2_B2_trauma_31_32 Box 2.wmv,2,trauma,shock,shock_7,6.666666667,2146.8
33,251210_SEFL21H2_B2_trauma_33_34 Box 1.wmv,1,trauma,shock,shock_7,20,2162.4
34,251210_SEFL21H2_B2_trauma_33_34 Box 2.wmv,2,trauma,shock,shock_7,0,1789.466667
35,251210_SEFL21H2_B2_trauma_35_36 Box 1.wmv,1,trauma,shock,shock_7,0,2816.3
36,251210_SEFL21H2_B2_trauma_35_36 Box 2.wmv,2,trauma,shock,shock_7,63.33333333,852.5333333
37,251210_SEFL21H2_B2_trauma_37_38 Box 1.wmv,1,trauma,shock,shock_7,10,1539.5
38,251210_SEFL21H2_B2_trauma_37_38 Box 2.wmv,2,trauma,shock,shock_7,0,2180.466667
21,251210_SEFL21H2_B2_trauma_21_22 Box 1.wmv,1,trauma,shock,shock_8,0,2979.266667
22,251210_SEFL21H2_B2_trauma_21_22 Box 2.wmv,2,trauma,shock,shock_8,0,1760.533333
23,251210_SEFL21H2_B2_trauma_23_24 Box 1.wmv,1,trauma,shock,shock_8,0,1666.933333
24,251210_SEFL21H2_B2_trauma_23_24 Box 2.wmv,2,trauma,shock,shock_8,0,2536.1
25,251210_SEFL21H2_B2_trauma_25_26 Box 1.wmv,1,trauma,shock,shock_8,3.333333333,3244.533333
