Animal,File,phase,subphase,bin,motion,freezing
1,240324_SEFL21G4d2_novsts_01_02 Box 1.wmv,mildstressor,prepost,bl,487.3881481,27.14814815
1,240324_SEFL21G4d2_novsts_01_02 Box 1.wmv,mildstressor,startle,noise_noise,1631.155556,0
1,240324_SEFL21G4d2_novsts_01_02 Box 1.wmv,mildstressor,startle,noise_post,329.5444444,54.44444444
1,240324_SEFL21G4d2_novsts_01_02 Box 1.wmv,mildstressor,startle,noise_pre,170.2444444,65.55555556
1,240324_SEFL21G4d2_novsts_01_02 Box 1.wmv,mildstressor,prepost,post,307.9594595,52.7027027
1,20240322_21G4D_traumarecall_01_02 Box 1.wmv,traumatest,OFF,1,403.7725,41.36111111
1,20240322_21G4D_traumarecall_01_02 Box 1.wmv,traumatest,ON,2,159.3333333,69.36111111
1,20240322_21G4D_traumarecall_01_02 Box 1.wmv,traumatest,OFF,3,307.1291667,55.36111111
1,20240322_21G4D_traumarecall_01_02 Box 1.wmv,traumatest,ON,4,374.7566667,33.75
2,240324_SEFL21G4d2_novsts_01_02 Box 2.wmv,mildstressor,prepost,bl,654.8162963,20.27777778
2,240324_SEFL21G4d2_novsts_01_02 Box 2.wmv,mildstressor,startle,noise_noise,1308.722222,12.22222222
2,240324_SEFL21G4d2_novsts_01_02 Box 2.wmv,mildstressor,startle,noise_post,118.2333333,66.66666667
2,240324_SEFL21G4d2_novsts_01_02 Box 2.wmv,mildstressor,startle,noise_pre,473.9666667,0
2,240324_SEFL21G4d2_novsts_01_02 Box 2.wmv,mildstressor,prepost,post,571.179661,44.40677966
2,20240322_21G4D_traumarecall_01_02 Box 2.wmv,traumatest,OFF,1,507.1402778,38.41666667
2,20240322_21G4D_traumarecall_01_02 Box 2.wmv,traumatest,ON,2,669.6622222,16
2,20240322_21G4D_traumarecall_01_02 Box 2.wmv,traumatest,OFF,3,249.2052778,67.19444444
2,20240322_21G4D_traumarecall_01_02 Box 2.wmv,traumatest,ON,4,602.4994444,19.36111111
3,240324_SEFL21G4d2_novsts_03_04 Box 1.wmv,mildstressor,prepost,bl,405.3361111,36.05555556
3,240324_SEFL21G4d2_novsts_03_04 Box 1.wmv,mildstressor,startle,noise_noise,1338.6,0
3,240324_SEFL21G4d2_novsts_03_04 Box 1.wmv,mildstressor,startle,noise_post,1133.533333,0
3,240324_SEFL21G4d2_novsts_03_04 Box 1.wmv,mildstressor,startle,noise_pre,241.2666667,63.33333333
3,240324_SEFL21G4d2_novsts_03_04 Box 1.wmv,mildstressor,prepost,post,1100.369492,0
3,20240322_21G4D_traumarecall_03_04 Box 1.wmv,traumatest,OFF,1,175.2638889,61.5
3,20240322_21G4D_traumarecall_03_04 Box 1.wmv,traumatest,ON,2,50.12111111,88.11111111
3,20240322_21G4D_traumarecall_03_04 Box 1.wmv,traumatest,OFF,3,40.54722222,89.88888889
3,20240322_21G4D_traumarecall_03_04 Box 1.wmv,traumatest,ON,4,76.47638889,81.11111111
4,240324_SEFL21G4d2_novsts_03_04 Box 2.wmv,mildstressor,prepost,bl,943.6988889,6.555555556
4,240324_SEFL21G4d2_novsts_03_04 Box 2.wmv,mildstressor,startle,noise_noise,1397.466667,46.66666667
4,240324_SEFL21G4d2_novsts_03_04 Box 2.wmv,mildstressor,startle,noise_post,59.02222222,87.77777778
4,240324_SEFL21G4d2_novsts_03_04 Box 2.wmv,mildstressor,startle,noise_pre,442.1888889,27.77777778
4,240324_SEFL21G4d2_novsts_03_04 Box 2.wmv,mildstressor,prepost,post,374.8745763,37.62711864
4,20240322_21G4D_traumarecall_03_04 Box 2.wmv,traumatest,OFF,1,117.3480556,73.38888889
4,20240322_21G4D_traumarecall_03_04 Box 2.wmv,traumatest,ON,2,634.3625,13.75
4,20240322_21G4D_traumarecall_03_04 Box 2.wmv,traumatest,OFF,3,241.5363889,52.47222222
4,20240322_21G4D_traumarecall_03_04 Box 2.wmv,traumatest,ON,4,609.3783333,13.91666667
5,240324_SEFL21G4d2_novsts_05_06 Box 1.wmv,mildstressor,prepost,bl,751.7464815,8.796296296
5,240324_SEFL21G4d2_novsts_05_06 Box 1.wmv,mildstressor,startle,noise_noise,1251.888889,0
5,240324_SEFL21G4d2_novsts_05_06 Box 1.wmv,mildstressor,startle,noise_post,340.1222222,45.55555556
5,240324_SEFL21G4d2_novsts_05_06 Box 1.wmv,mildstressor,startle,noise_pre,480.1333333,0
5,240324_SEFL21G4d2_novsts_05_06 Box 1.wmv,mildstressor,prepost,post,374.4276094,32.65993266
5,20240322_21G4D_traumarecall_05_06 Box 1.wmv,traumatest,OFF,1,88.66972222,79.72222222
5,20240322_21G4D_traumarecall_05_06 Box 1.wmv,traumatest,ON,2,49.40472222,84.63888889
5,20240322_21G4D_traumarecall_05_06 Box 1.wmv,traumatest,OFF,3,101.2688889,71.75
5,20240322_21G4D_traumarecall_05_06 Box 1.wmv,traumatest,ON,4,176.1013889,60.75
6,240324_SEFL21G4d2_novsts_05_06 Box 2.wmv,mildstressor,prepost,bl,705.4892593,8.462962963
6,240324_SEFL21G4d2_novsts_05_06 Box 2.wmv,mildstressor,startle,noise_noise,1643.844444,0
6,240324_SEFL21G4d2_novsts_05_06 Box 2.wmv,mildstressor,startle,noise_post,56.31111111,91.11111111
6,240324_SEFL21G4d2_novsts_05_06 Box 2.wmv,mildstressor,startle,noise_pre,600.5444444,1.111111111
6,240324_SEFL21G4d2_novsts_05_06 Box 2.wmv,mildstressor,prepost,post,151.5945946,75
6,20240322_21G4D_traumarecall_05_06 Box 2.wmv,traumatest,OFF,1,181.3738889,60.16666667
6,20240322_21G4D_traumarecall_05_06 Box 2.wmv,traumatest,ON,2,520.0344444,6.333333333
6,20240322_21G4D_traumarecall_05_06 Box 2.wmv,traumatest,OFF,3,287.2641667,38.91666667
6,20240322_21G4D_traumarecall_05_06 Box 2.wmv,traumatest,ON,4,554.8383333,5.333333333
7,240324_SEFL21G4d2_novsts_07_08 Box 1.wmv,mildstressor,prepost,bl,819.0335185,14.38888889
7,240324_SEFL21G4d2_novsts_07_08 Box 1.wmv,mildstressor,startle,noise_noise,1586.455556,22.22222222
7,240324_SEFL21G4d2_novsts_07_08 Box 1.wmv,mildstressor,startle,noise_post,11.57777778,98.88888889
7,240324_SEFL21G4d2_novsts_07_08 Box 1.wmv,mildstressor,startle,noise_pre,441.5444444,35.55555556
7,240324_SEFL21G4d2_novsts_07_08 Box 1.wmv,mildstressor,prepost,post,42.53511706,94.64882943
7,20240322_21G4D_traumarecall_07_08 Box 1.wmv,traumatest,OFF,1,192.7172222,48.94444444
7,20240322_21G4D_traumarecall_07_08 Box 1.wmv,traumatest,ON,2,287.8027778,47.80555556
7,20240322_21G4D_traumarecall_07_08 Box 1.wmv,traumatest,OFF,3,239.2730556,48.44444444
7,20240322_21G4D_traumarecall_07_08 Box 1.wmv,traumatest,ON,4,224.0661111,54.61111111
8,240324_SEFL21G4d2_novsts_07_08 Box 2.wmv,mildstressor,prepost,bl,1015.119259,3.796296296
8,240324_SEFL21G4d2_novsts_07_08 Box 2.wmv,mildstressor,startle,noise_noise,1719.344444,21.11111111
8,240324_SEFL21G4d2_novsts_07_08 Box 2.wmv,mildstressor,startle,noise_post,251.8777778,48.88888889
8,240324_SEFL21G4d2_novsts_07_08 Box 2.wmv,mildstressor,startle,noise_pre,1014.377778,0
8,240324_SEFL21G4d2_novsts_07_08 Box 2.wmv,mildstressor,prepost,post,623.8595318,25.08361204
8,20240322_21G4D_traumarecall_07_08 Box 2.wmv,traumatest,OFF,1,357.4566667,39
8,20240322_21G4D_traumarecall_07_08 Box 2.wmv,traumatest,ON,2,714.1247222,7.083333333
8,20240322_21G4D_traumarecall_07_08 Box 2.wmv,traumatest,OFF,3,349.2852778,36.77777778
8,20240322_21G4D_traumarecall_07_08 Box 2.wmv,traumatest,ON,4,638.5886111,9.916666667
9,240324_SEFL21G4d2_novsts_09_10 Box 1.wmv,mildstressor,prepost,bl,1230.044259,1.703703704
9,240324_SEFL21G4d2_novsts_09_10 Box 1.wmv,mildstressor,startle,noise_noise,1655.911111,0
9,240324_SEFL21G4d2_novsts_09_10 Box 1.wmv,mildstressor,startle,noise_post,157.7111111,65.55555556
9,240324_SEFL21G4d2_novsts_09_10 Box 1.wmv,mildstressor,startle,noise_pre,843.0777778,14.44444444
9,240324_SEFL21G4d2_novsts_09_10 Box 1.wmv,mildstressor,prepost,post,842.527027,32.09459459
9,20240322_21G4D_traumarecall_09_10 Box 1.wmv,traumatest,OFF,1,281.6436111,48.05555556
9,20240322_21G4D_traumarecall_09_10 Box 1.wmv,traumatest,ON,2,696.8883333,7.611111111
9,20240322_21G4D_traumarecall_09_10 Box 1.wmv,traumatest,OFF,3,392.3330556,43.02777778
9,20240322_21G4D_traumarecall_09_10 Box 1.wmv,traumatest,ON,4,592.0066685,23.83995554
10,240324_SEFL21G4d2_novsts_09_10 Box 2.wmv,mildstressor,prepost,bl,974.3642593,3.407407407
10,240324_SEFL21G4d2_novsts_09_10 Box 2.wmv,mildstressor,startle,noise_noise,1367.744444,28.88888889
10,240324_SEFL21G4d2_novsts_09_10 Box 2.wmv,mildstressor,startle,noise_post,0.055555556,100
10,240324_SEFL21G4d2_novsts_09_10 Box 2.wmv,mildstressor,startle,noise_pre,838.7,0
10,240324_SEFL21G4d2_novsts_09_10 Box 2.wmv,mildstressor,prepost,post,111.3186441,76.27118644
10,20240322_21G4D_traumarecall_09_10 Box 2.wmv,traumatest,OFF,1,134.1788889,70.66666667
10,20240322_21G4D_traumarecall_09_10 Box 2.wmv,traumatest,ON,2,476.6333333,22.36111111
10,20240322_21G4D_traumarecall_09_10 Box 2.wmv,traumatest,OFF,3,310.9697222,33.25
10,20240322_21G4D_traumarecall_09_10 Box 2.wmv,traumatest,ON,4,832.998055,6.724090025
11,240324_SEFL21G4d2_novsts_11_12 Box 1.wmv,mildstressor,prepost,bl,794.5488889,17.59259259
11,240324_SEFL21G4d2_novsts_11_12 Box 1.wmv,mildstressor,startle,noise_noise,1358.911111,0
11,240324_SEFL21G4d2_novsts_11_12 Box 1.wmv,mildstressor,startle,noise_post,19.43333333,100
11,240324_SEFL21G4d2_novsts_11_12 Box 1.wmv,mildstressor,startle,noise_pre,825.5777778,0
11,240324_SEFL21G4d2_novsts_11_12 Box 1.wmv,mildstressor,prepost,post,7.61952862,100
11,20240322_21G4D_traumarecall_11_12 Box 1.wmv,traumatest,OFF,1,276.2127778,38.58333333
11,20240322_21G4D_traumarecall_11_12 Box 1.wmv,traumatest,ON,2,206.0497222,59.66666667
11,20240322_21G4D_traumarecall_11_12 Box 1.wmv,traumatest,OFF,3,357.73,50.75
11,20240322_21G4D_traumarecall_11_12 Box 1.wmv,traumatest,ON,4,531.9505556,25.75
12,240324_SEFL21G4d2_novsts_11_12 Box 2.wmv,mildstressor,prepost,bl,876.9031481,15.77777778
12,240324_SEFL21G4d2_novsts_11_12 Box 2.wmv,mildstressor,startle,noise_noise,2897.322222,0
12,240324_SEFL21G4d2_novsts_11_12 Box 2.wmv,mildstressor,startle,noise_post,28.61111111,94.44444444
12,240324_SEFL21G4d2_novsts_11_12 Box 2.wmv,mildstressor,startle,noise_pre,338.1777778,44.44444444
12,240324_SEFL21G4d2_novsts_11_12 Box 2.wmv,mildstressor,prepost,post,20.02027027,96.28378378
12,20240322_21G4D_traumarecall_11_12 Box 2.wmv,traumatest,OFF,1,303.7763889,17.30555556
12,20240322_21G4D_traumarecall_11_12 Box 2.wmv,traumatest,ON,2,265.4916667,45.80555556
12,20240322_21G4D_traumarecall_11_12 Box 2.wmv,traumatest,OFF,3,134.1588889,71.61111111
12,20240322_21G4D_traumarecall_11_12 Box 2.wmv,traumatest,ON,4,182.2216667,62.27777778
13,240324_SEFL21G4d2_novsts_13_14 Box 1.wmv,mildstressor,prepost,bl,1084.492593,8.37037037
13,240324_SEFL21G4d2_novsts_13_14 Box 1.wmv,mildstressor,startle,noise_noise,2071.877778,0
13,240324_SEFL21G4d2_novsts_13_14 Box 1.wmv,mildstressor,startle,noise_post,578.7111111,42.22222222
13,240324_SEFL21G4d2_novsts_13_14 Box 1.wmv,mildstressor,startle,noise_pre,709.8444444,0
13,240324_SEFL21G4d2_novsts_13_14 Box 1.wmv,mildstressor,prepost,post,413.2154882,44.78114478
13,20240322_21G4D_traumarecall_13_14(01) Box 1.wmv,traumatest,OFF,1,257.055,46.11111111
13,20240322_21G4D_traumarecall_13_14(01) Box 1.wmv,traumatest,ON,2,400.7138889,27.75
13,20240322_21G4D_traumarecall_13_14(01) Box 1.wmv,traumatest,OFF,3,246.8094444,44.72222222
13,20240322_21G4D_traumarecall_13_14(01) Box 1.wmv,traumatest,ON,4,580.0186111,18.05555556
14,240324_SEFL21G4d2_novsts_13_14 Box 2.wmv,mildstressor,prepost,bl,687.9435185,12.33333333
14,240324_SEFL21G4d2_novsts_13_14 Box 2.wmv,mildstressor,startle,noise_noise,711.8555556,37.77777778
14,240324_SEFL21G4d2_novsts_13_14 Box 2.wmv,mildstressor,startle,noise_post,0.055555556,100
14,240324_SEFL21G4d2_novsts_13_14 Box 2.wmv,mildstressor,startle,noise_pre,582.2555556,26.66666667
14,240324_SEFL21G4d2_novsts_13_14 Box 2.wmv,mildstressor,prepost,post,61.20945946,88.51351351
14,20240322_21G4D_traumarecall_13_14(01) Box 2.wmv,traumatest,OFF,1,129.0197222,65.08333333
14,20240322_21G4D_traumarecall_13_14(01) Box 2.wmv,traumatest,ON,2,522.5533333,17.75
14,20240322_21G4D_traumarecall_13_14(01) Box 2.wmv,traumatest,OFF,3,148.3011111,67.55555556
14,20240322_21G4D_traumarecall_13_14(01) Box 2.wmv,traumatest,ON,4,494.8588889,23.11111111
15,240324_SEFL21G4d2_novsts_15_16 Box 1.wmv,mildstressor,prepost,bl,843.4674074,9.37037037
15,240324_SEFL21G4d2_novsts_15_16 Box 1.wmv,mildstressor,startle,noise_noise,1698.577778,0
15,240324_SEFL21G4d2_novsts_15_16 Box 1.wmv,mildstressor,startle,noise_post,151.6888889,82.22222222
15,240324_SEFL21G4d2_novsts_15_16 Box 1.wmv,mildstressor,startle,noise_pre,1043.866667,18.88888889
15,240324_SEFL21G4d2_novsts_15_16 Box 1.wmv,mildstressor,prepost,post,96.04391892,83.10810811
15,20240322_21G4D_traumarecall_15_16 Box 1.wmv,traumatest,OFF,1,83.50166667,81.02777778
15,20240322_21G4D_traumarecall_15_16 Box 1.wmv,traumatest,ON,2,180.515,53.83333333
15,20240322_21G4D_traumarecall_15_16 Box 1.wmv,traumatest,OFF,3,111,68.75
15,20240322_21G4D_traumarecall_15_16 Box 1.wmv,traumatest,ON,4,106,71.52777778
16,240324_SEFL21G4d2_novsts_15_16 Box 2.wmv,mildstressor,prepost,bl,646.6877778,11.01851852
16,240324_SEFL21G4d2_novsts_15_16 Box 2.wmv,mildstressor,startle,noise_noise,1437.977778,0
16,240324_SEFL21G4d2_novsts_15_16 Box 2.wmv,mildstressor,startle,noise_post,582.3,0
16,240324_SEFL21G4d2_novsts_15_16 Box 2.wmv,mildstressor,startle,noise_pre,1324.322222,22.22222222
16,240324_SEFL21G4d2_novsts_15_16 Box 2.wmv,mildstressor,prepost,post,596.8614865,7.094594595
16,20240322_21G4D_traumarecall_15_16 Box 2.wmv,traumatest,OFF,1,157.9530556,57.83333333
16,20240322_21G4D_traumarecall_15_16 Box 2.wmv,traumatest,ON,2,275.905,47.36111111
16,20240322_21G4D_traumarecall_15_16 Box 2.wmv,traumatest,OFF,3,149.7441667,66.66666667
16,20240322_21G4D_traumarecall_15_16 Box 2.wmv,traumatest,ON,4,383.4241667,29.61111111
17,240324_SEFL21G4d2_novsts_17_18 Box 1.wmv,mildstressor,prepost,bl,1091.60463,6.388888889
17,240324_SEFL21G4d2_novsts_17_18 Box 1.wmv,mildstressor,startle,noise_noise,1634.644444,1.111111111
17,240324_SEFL21G4d2_novsts_17_18 Box 1.wmv,mildstressor,startle,noise_post,6.655555556,100
17,240324_SEFL21G4d2_novsts_17_18 Box 1.wmv,mildstressor,startle,noise_pre,466.5333333,47.77777778
17,240324_SEFL21G4d2_novsts_17_18 Box 1.wmv,mildstressor,prepost,post,364.559322,35.25423729
17,20240322_21G4D_traumarecall_17_18 Box 1.wmv,traumatest,OFF,1,198.5830556,50.52777778
17,20240322_21G4D_traumarecall_17_18 Box 1.wmv,traumatest,ON,2,651.8552778,14.88888889
17,20240322_21G4D_traumarecall_17_18 Box 1.wmv,traumatest,OFF,3,244.3416667,52.66666667
17,20240322_21G4D_traumarecall_17_18 Box 1.wmv,traumatest,ON,4,626.8983333,20
18,240324_SEFL21G4d2_novsts_17_18 Box 2.wmv,mildstressor,prepost,bl,589.9466667,16.77777778
18,240324_SEFL21G4d2_novsts_17_18 Box 2.wmv,mildstressor,startle,noise_noise,1070.411111,35.55555556
18,240324_SEFL21G4d2_novsts_17_18 Box 2.wmv,mildstressor,startle,noise_post,15.96666667,98.88888889
18,240324_SEFL21G4d2_novsts_17_18 Box 2.wmv,mildstressor,startle,noise_pre,993.1777778,0
18,240324_SEFL21G4d2_novsts_17_18 Box 2.wmv,mildstressor,prepost,post,354.6326531,53.7414966
18,20240322_21G4D_traumarecall_17_18 Box 2.wmv,traumatest,OFF,1,141.0997222,62.22222222
18,20240322_21G4D_traumarecall_17_18 Box 2.wmv,traumatest,ON,2,151.1472222,61.63888889
18,20240322_21G4D_traumarecall_17_18 Box 2.wmv,traumatest,OFF,3,130.1644444,69.27777778
18,20240322_21G4D_traumarecall_17_18 Box 2.wmv,traumatest,ON,4,320.6894444,37.69444444
20,240324_SEFL21G4d2_novsts_20_21 Box 1.wmv,mildstressor,prepost,bl,1079.872593,2.611111111
20,240324_SEFL21G4d2_novsts_20_21 Box 1.wmv,mildstressor,startle,noise_noise,1096.488889,0
20,240324_SEFL21G4d2_novsts_20_21 Box 1.wmv,mildstressor,startle,noise_post,71.86666667,91.11111111
20,240324_SEFL21G4d2_novsts_20_21 Box 1.wmv,mildstressor,startle,noise_pre,995.7,0
20,240324_SEFL21G4d2_novsts_20_21 Box 1.wmv,mildstressor,prepost,post,261.969697,50.16835017
20,20240322_21G4D_traumarecall_20_21 Box 1.wmv,traumatest,OFF,1,124.5863889,74.94444444
20,20240322_21G4D_traumarecall_20_21 Box 1.wmv,traumatest,ON,2,558.0038889,18.58333333
20,20240322_21G4D_traumarecall_20_21 Box 1.wmv,traumatest,OFF,3,176.7166667,60.16666667
20,20240322_21G4D_traumarecall_20_21 Box 1.wmv,traumatest,ON,4,570.6797222,23.86111111
21,240324_SEFL21G4d2_novsts_20_21 Box 2.wmv,mildstressor,prepost,bl,638.8977778,22.05555556
21,240324_SEFL21G4d2_novsts_20_21 Box 2.wmv,mildstressor,startle,noise_noise,1358.055556,0
21,240324_SEFL21G4d2_novsts_20_21 Box 2.wmv,mildstressor,startle,noise_post,384.7666667,53.33333333
21,240324_SEFL21G4d2_novsts_20_21 Box 2.wmv,mildstressor,startle,noise_pre,267.3,65.55555556
21,240324_SEFL21G4d2_novsts_20_21 Box 2.wmv,mildstressor,prepost,post,416.9391892,43.91891892
21,20240322_21G4D_traumarecall_20_21 Box 2.wmv,traumatest,OFF,1,249.5808333,38.86111111
21,20240322_21G4D_traumarecall_20_21 Box 2.wmv,traumatest,ON,2,430.5047222,27.63888889
21,20240322_21G4D_traumarecall_20_21 Box 2.wmv,traumatest,OFF,3,281.1041667,41.94444444
21,20240322_21G4D_traumarecall_20_21 Box 2.wmv,traumatest,ON,4,259.3741667,57.05555556
22,240324_SEFL21G4d2_novsts_22_23 Box 1.wmv,mildstressor,prepost,bl,1056.280185,6.12962963
22,240324_SEFL21G4d2_novsts_22_23 Box 1.wmv,mildstressor,startle,noise_noise,1553.255556,2.222222222
22,240324_SEFL21G4d2_novsts_22_23 Box 1.wmv,mildstressor,startle,noise_post,123.8444444,84.44444444
22,240324_SEFL21G4d2_novsts_22_23 Box 1.wmv,mildstressor,startle,noise_pre,1339.933333,26.66666667
22,240324_SEFL21G4d2_novsts_22_23 Box 1.wmv,mildstressor,prepost,post,590.9183673,43.53741497
22,20240322_21G4D_traumarecall_22_23 Box 1.wmv,traumatest,OFF,1,378.1588889,44.13888889
22,20240322_21G4D_traumarecall_22_23 Box 1.wmv,traumatest,ON,2,679.1491667,11.08333333
22,20240322_21G4D_traumarecall_22_23 Box 1.wmv,traumatest,OFF,3,335.9677778,52.27777778
22,20240322_21G4D_traumarecall_22_23 Box 1.wmv,traumatest,ON,4,532.7840846,19.83861992
23,240324_SEFL21G4d2_novsts_22_23 Box 2.wmv,mildstressor,prepost,bl,384.9585185,39.24074074
23,240324_SEFL21G4d2_novsts_22_23 Box 2.wmv,mildstressor,startle,noise_noise,874.6222222,0
23,240324_SEFL21G4d2_novsts_22_23 Box 2.wmv,mildstressor,startle,noise_post,65.01111111,95.55555556
23,240324_SEFL21G4d2_novsts_22_23 Box 2.wmv,mildstressor,startle,noise_pre,179.7333333,62.22222222
23,240324_SEFL21G4d2_novsts_22_23 Box 2.wmv,mildstressor,prepost,post,26.37414966,98.63945578
23,20240322_21G4D_traumarecall_22_23 Box 2.wmv,traumatest,OFF,1,354.7330556,34.75
23,20240322_21G4D_traumarecall_22_23 Box 2.wmv,traumatest,ON,2,114.4833333,68.77777778
23,20240322_21G4D_traumarecall_22_23 Box 2.wmv,traumatest,OFF,3,314.6294444,46.86111111
23,20240322_21G4D_traumarecall_22_23 Box 2.wmv,traumatest,ON,4,349.8405676,35.61491375
24,240324_SEFL21G4d2_novsts_24_25 Box 1.wmv,mildstressor,prepost,bl,872.075,13.2037037
24,240324_SEFL21G4d2_novsts_24_25 Box 1.wmv,mildstressor,startle,noise_noise,2239.166667,0
24,240324_SEFL21G4d2_novsts_24_25 Box 1.wmv,mildstressor,startle,noise_post,11.92222222,98.88888889
24,240324_SEFL21G4d2_novsts_24_25 Box 1.wmv,mildstressor,startle,noise_pre,661.8222222,0
24,240324_SEFL21G4d2_novsts_24_25 Box 1.wmv,mildstressor,prepost,post,59.90572391,89.22558923
24,20240322_21G4D_traumarecall_24_25 Box 1.wmv,traumatest,OFF,1,292.5455556,38.41666667
24,20240322_21G4D_traumarecall_24_25 Box 1.wmv,traumatest,ON,2,419.5888889,26.72222222
24,20240322_21G4D_traumarecall_24_25 Box 1.wmv,traumatest,OFF,3,309.9302778,31.5
24,20240322_21G4D_traumarecall_24_25 Box 1.wmv,traumatest,ON,4,422.0686111,26.58333333
25,240324_SEFL21G4d2_novsts_24_25 Box 2.wmv,mildstressor,prepost,bl,704.045,17.75925926
25,240324_SEFL21G4d2_novsts_24_25 Box 2.wmv,mildstressor,startle,noise_noise,1901.877778,2.222222222
25,240324_SEFL21G4d2_novsts_24_25 Box 2.wmv,mildstressor,startle,noise_post,35.28888889,93.33333333
25,240324_SEFL21G4d2_novsts_24_25 Box 2.wmv,mildstressor,startle,noise_pre,262.9444444,45.55555556
25,240324_SEFL21G4d2_novsts_24_25 Box 2.wmv,mildstressor,prepost,post,134.5738255,73.15436242
25,20240322_21G4D_traumarecall_24_25 Box 2.wmv,traumatest,OFF,1,175.0936111,56.05555556
25,20240322_21G4D_traumarecall_24_25 Box 2.wmv,traumatest,ON,2,280.9022222,57.52777778
25,20240322_21G4D_traumarecall_24_25 Box 2.wmv,traumatest,OFF,3,649.0263889,21.55555556
25,20240322_21G4D_traumarecall_24_25 Box 2.wmv,traumatest,ON,4,450.3602778,32.88888889
26,240324_SEFL21G4d2_novsts_26_27 Box 1.wmv,mildstressor,prepost,bl,1259.597037,2.722222222
26,240324_SEFL21G4d2_novsts_26_27 Box 1.wmv,mildstressor,startle,noise_noise,1897.3,0
26,240324_SEFL21G4d2_novsts_26_27 Box 1.wmv,mildstressor,startle,noise_post,607.5888889,16.66666667
26,240324_SEFL21G4d2_novsts_26_27 Box 1.wmv,mildstressor,startle,noise_pre,882.7222222,0
26,240324_SEFL21G4d2_novsts_26_27 Box 1.wmv,mildstressor,prepost,post,739.9898305,7.457627119
26,20240322_21G4D_traumarecall_26_27 Box 1.wmv,traumatest,OFF,1,150.0066667,58.41666667
26,20240322_21G4D_traumarecall_26_27 Box 1.wmv,traumatest,ON,2,826.3944444,7.166666667
26,20240322_21G4D_traumarecall_26_27 Box 1.wmv,traumatest,OFF,3,505.1797222,35.61111111
26,20240322_21G4D_traumarecall_26_27 Box 1.wmv,traumatest,ON,4,696.1241667,20.25
27,240324_SEFL21G4d2_novsts_26_27 Box 2.wmv,mildstressor,prepost,bl,853.9824074,10.61111111
27,240324_SEFL21G4d2_novsts_26_27 Box 2.wmv,mildstressor,startle,noise_noise,1268.355556,0
27,240324_SEFL21G4d2_novsts_26_27 Box 2.wmv,mildstressor,startle,noise_post,86.91111111,90
27,240324_SEFL21G4d2_novsts_26_27 Box 2.wmv,mildstressor,startle,noise_pre,748.7333333,3.333333333
27,240324_SEFL21G4d2_novsts_26_27 Box 2.wmv,mildstressor,prepost,post,155.0881356,74.57627119
27,20240322_21G4D_traumarecall_26_27 Box 2.wmv,traumatest,OFF,1,392.8288889,33.47222222
27,20240322_21G4D_traumarecall_26_27 Box 2.wmv,traumatest,ON,2,486.6,28.75
27,20240322_21G4D_traumarecall_26_27 Box 2.wmv,traumatest,OFF,3,404.9713889,41.63888889
27,20240322_21G4D_traumarecall_26_27 Box 2.wmv,traumatest,ON,4,452.3130556,38.30555556
28,240324_SEFL21G4d2_novsts_28_29 Box 1.wmv,mildstressor,prepost,bl,734.2355556,19.14814815
28,240324_SEFL21G4d2_novsts_28_29 Box 1.wmv,mildstressor,startle,noise_noise,1813.344444,0
28,240324_SEFL21G4d2_novsts_28_29 Box 1.wmv,mildstressor,startle,noise_post,247.0888889,76.66666667
28,240324_SEFL21G4d2_novsts_28_29 Box 1.wmv,mildstressor,startle,noise_pre,1332.222222,0
28,240324_SEFL21G4d2_novsts_28_29 Box 1.wmv,mildstressor,prepost,post,93.66779661,90.16949153
28,20240322_21G4D_traumarecall_28_29 Box 1.wmv,traumatest,OFF,1,110.1480556,84.05555556
28,20240322_21G4D_traumarecall_28_29 Box 1.wmv,traumatest,ON,2,195.2327778,68.41666667
28,20240322_21G4D_traumarecall_28_29 Box 1.wmv,traumatest,OFF,3,314.5247222,44.52777778
28,20240322_21G4D_traumarecall_28_29 Box 1.wmv,traumatest,ON,4,228.9969402,61.39082058
29,240324_SEFL21G4d2_novsts_28_29 Box 2.wmv,mildstressor,prepost,bl,695.9375926,15.68518519
29,240324_SEFL21G4d2_novsts_28_29 Box 2.wmv,mildstressor,startle,noise_noise,881.7777778,2.222222222
29,240324_SEFL21G4d2_novsts_28_29 Box 2.wmv,mildstressor,startle,noise_post,40.37777778,93.33333333
29,240324_SEFL21G4d2_novsts_28_29 Box 2.wmv,mildstressor,startle,noise_pre,315.5888889,36.66666667
29,240324_SEFL21G4d2_novsts_28_29 Box 2.wmv,mildstressor,prepost,post,411.6542373,51.52542373
29,20240322_21G4D_traumarecall_28_29 Box 2.wmv,traumatest,OFF,1,204.1677778,52.77777778
29,20240322_21G4D_traumarecall_28_29 Box 2.wmv,traumatest,ON,2,343.5191667,37.30555556
29,20240322_21G4D_traumarecall_28_29 Box 2.wmv,traumatest,OFF,3,80.68722222,82.30555556
29,20240322_21G4D_traumarecall_28_29 Box 2.wmv,traumatest,ON,4,252.1419032,40.87367835
1,240320_SEFL21G4d_trauma_g1,trauma,baseline,baseline,171.26,2.41
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock01,33.69,39.33
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock02,49.06,21.33
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock03,18.48,69
1,240320_SEFL21G4d_trauma_g1,trauma,postshock,postshock04,20.13,65.5
