Animal,TestNumber,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance_px,Distance_cm
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",10.20045977,2.101512149
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",4.547892566,0.936962813
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",25.84668211,5.324967471
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",11.73704608,2.418081684
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",30.11071873,6.203449908
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",52.34891617,10.78499262
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",41.74106948,8.599550079
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,137,"(4080, 4110)",6.065601644,1.249643235
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",68.78532794,14.17124381
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",10.05616467,2.071784282
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",7.311397209,1.506303677
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",21.14133885,4.355566459
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",47.54079114,9.794416369
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",9.277084875,1.911277238
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",9.9245268,2.044664075
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",85.50246794,17.61533099
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",19.96615805,4.113454163
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",4.307457208,0.887428004
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",55.53736338,11.44188071
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",17.28407095,3.560887049
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",18.60942087,3.833937384
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",43.57457762,8.977291839
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",15.68905685,3.232280145
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,138,"(4110, 4140)",7.872106943,1.621821835
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",51.4672972,10.60336032
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",8.415314788,1.73373423
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",2.306532894,0.475194943
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",31.23758043,6.43560744
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",16.76602803,3.454159164
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",7.582844093,1.562227522
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",10.79131945,2.223241838
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",31.02327875,6.391456726
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",22.84749069,4.707070107
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",3.251524069,0.669883269
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",58.15067579,11.98027877
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",27.55959173,5.677863367
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",24.94181116,5.138544766
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",19.3075467,3.977766186
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",15.74678906,3.244174211
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,139,"(4140, 4170)",52.54741834,10.8258883
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",39.11912363,8.059373345
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",8.313365432,1.71273049
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",5.357098775,1.103676541
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",45.7330498,9.421983119
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",11.57843074,2.385403542
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",8.17647902,1.684528971
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",18.57555615,3.826960531
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",10.06591275,2.073792595
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",8.599518121,1.771684043
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",5.329434466,1.097977104
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",50.5727882,10.4190724
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",34.49463224,7.10662954
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",19.54937924,4.027588845
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",13.99492756,2.883253398
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",28.47900638,5.867282382
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,140,"(4170, 4200)",82.4036853,16.97691572
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",12.97024039,2.672145999
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",30.69925148,6.324700201
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",4.715464781,0.971486261
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",66.65777793,13.73292315
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",10.38760032,2.140067091
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",10.21720643,2.104962319
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",9.46633129,1.950266033
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",9.397084769,1.935999774
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",8.866507756,1.826689599
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",3.482242253,0.717416133
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",78.94258419,16.26385511
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",52.92809086,10.90431495
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",17.40219121,3.58522234
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",31.90982612,6.574104381
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",18.33566573,3.777537989
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,141,"(4200, 4230)",28.70949842,5.914768657
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",15.88606886,3.272868817
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",13.46165023,2.773386901
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",4.673310311,0.962801542
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",22.47092485,4.629489516
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",15.08503088,3.107837918
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",7.638168389,1.573625506
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",4.281775738,0.882137074
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",15.98804174,3.293877404
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",22.32660331,4.599756203
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",3.546921215,0.730741378
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",220.8419714,45.49815364
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",11.43605777,2.356071675
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",13.61257793,2.804481223
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",20.95275187,4.316713521
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",21.16310689,4.36005114
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,142,"(4230, 4260)",17.34781211,3.574019085
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",78.33406071,16.1384863
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",14.89067775,3.067797031
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",4.593671356,0.94639422
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",40.37556748,8.318227559
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",11.97602663,2.467316772
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",8.557902043,1.763110244
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",3.413557449,0.703265599
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",93.39384126,19.24112211
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",13.61398321,2.804770741
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",4.265066742,0.878694665
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",175.2626002,36.1078316
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",37.91300932,7.810888086
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",19.45643046,4.008439415
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",11.34669139,2.337660297
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",58.79970436,12.11399249
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,143,"(4260, 4290)",21.93091667,4.518236321
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",46.95180652,9.673072984
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",48.64941578,10.02281668
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",3.734254829,0.769336095
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",15.10649281,3.112259534
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",9.547933634,1.967077856
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",9.59467844,1.976708282
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",5.410739391,1.114727652
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",13.34837648,2.750050094
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",10.13865648,2.088779353
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",4.380038412,0.902381279
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",95.9454182,19.76680135
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",46.87766615,9.657798488
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",38.50124976,7.932078157
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",15.99940644,3.296218776
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",47.38513261,9.762347396
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,144,"(4290, 4320)",21.33749167,4.395978122
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",27.42364933,5.649856335
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",33.08347092,6.815900227
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",8.032256797,1.654816118
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",13.03418839,2.68532065
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",12.48723771,2.572637151
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",37.90331013,7.808889847
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",3.920860157,0.807780771
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",12.74567668,2.625881088
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",8.495211888,1.750194736
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",6.046460241,1.245699698
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",24.51832423,5.051297432
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",27.89695459,5.747367307
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",74.62656777,15.37466373
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",18.67317653,3.847072408
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",34.91325158,7.192874049
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,145,"(4320, 4350)",6.302737192,1.298498213
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",10.27098426,2.116041697
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",61.6313452,12.69737087
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",4.319561348,0.889921715
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",18.47627702,3.806506913
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",15.82672007,3.260641702
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",66.55444156,13.71163366
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",4.486214201,0.924255755
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",14.78214321,3.045436603
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",19.28618348,3.973364908
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",7.498487203,1.544848204
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",150.372962,30.98003557
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",18.84654081,3.882789146
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",37.73959172,7.775160363
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",66.55784488,13.71233481
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",12.53719627,2.582929679
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,146,"(4350, 4380)",8.52844597,1.757041665
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",10.21832271,2.105192296
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",18.21350083,3.752369415
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",3.690462092,0.760313858
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",12.08312356,2.489381021
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",8.888957037,1.83131463
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",11.77349383,2.425590696
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",4.809025289,0.99076172
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",27.6309573,5.692566195
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",19.86994641,4.093632514
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",7.14799293,1.472638913
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",121.2822421,24.98672717
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",16.0973952,3.316406548
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",15.24766492,3.141343998
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",36.39864993,7.498897772
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",19.62213506,4.042578094
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,147,"(4380, 4410)",9.906124489,2.040872807
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",13.98706011,2.881632536
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",35.22623348,7.257354991
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",9.669950653,1.992215962
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",16.44494564,3.388009349
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",9.750051992,2.008718546
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",22.08753112,4.550502236
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",6.393129737,1.317121004
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",11.30752991,2.329592196
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",18.09551528,3.728061878
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",5.174683438,1.066095094
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",95.84383782,19.74587363
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",39.76460829,8.192356944
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",11.28579069,2.325113454
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",19.45703543,4.008564051
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",8.633343132,1.778652717
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,148,"(4410, 4440)",9.391041674,1.934754767
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",16.70575566,3.441741772
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",21.21537191,4.370818847
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",3.804640947,0.783837136
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",10.03607608,2.067645604
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",9.100396623,1.874875692
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",27.35516664,5.635747441
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",5.152903081,1.061607876
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",20.3010232,4.182443522
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",9.179222379,1.891115477
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",5.929422992,1.22158753
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",32.61931038,6.720273262
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",38.99338101,8.033467683
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",35.47084068,7.307749289
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",19.92611841,4.105205144
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",29.40467463,6.057989774
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,149,"(4440, 4470)",10.2642991,2.114664413
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",9.548517382,1.96719812
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",32.80277373,6.758070622
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",3.537692134,0.72883999
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",9.700392343,1.998487599
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",8.598563653,1.771487402
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",10.023404,2.065034887
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",3.806555187,0.78423151
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",29.47003115,6.07145461
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",14.47197497,2.981535334
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",6.716319799,1.383705046
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",35.51018188,7.315854414
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",41.37778945,8.524706649
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",10.93407912,2.252653374
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,150,"(4470, 4500)",18.92674186,3.899312271
