Animal,TestNumber,Box,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance_px,Distance_cm
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,502,"(15030, 15060)",19.40527997,3.997901324
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,502,"(15030, 15060)",18.05152745,3.718999447
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,502,"(15030, 15060)",17.55822655,3.617368946
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,502,"(15030, 15060)",15.13913214,3.118983932
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,502,"(15030, 15060)",45.66182645,9.407309591
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",20.17155094,4.155769477
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",9.518090025,1.960929436
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",18.74243018,3.861340137
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",11.74966176,2.420680782
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",15.72675973,3.240047741
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",18.45594346,3.802317766
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",11.83812914,2.438906949
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",26.7289536,5.506734205
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",12.00741998,2.473784471
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",77.05694615,15.87537348
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",10.14431412,2.089944948
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",9.509877784,1.959237539
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",27.39261634,5.643462877
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",8.555511334,1.762617707
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",17.96860695,3.701916056
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,503,"(15060, 15090)",30.37738519,6.258388884
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",15.39227963,3.171137711
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",12.86105403,2.64965128
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",17.05259159,3.513197367
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",20.47659658,4.218615381
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",68.6488681,14.14313017
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",21.75288872,4.481558768
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",20.28084303,4.178285977
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",28.78076813,5.929451735
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",8.140452626,1.677106766
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",29.05523082,5.985996899
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",7.615382081,1.568931041
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",29.06354181,5.987709142
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",18.54360728,3.820378381
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",11.45284665,2.359530543
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",16.478937,3.395012293
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,504,"(15090, 15120)",31.32423335,6.453459789
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",19.48949719,4.015251865
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",13.02813915,2.684074376
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",33.20949394,6.841863656
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",57.20617247,11.78569096
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",44.01863513,9.068777154
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",17.97073317,3.702354103
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",9.92352222,2.04445711
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",40.99967562,8.44680714
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",9.144544046,1.883971002
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",73.35037167,15.11174013
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",5.846413845,1.204485876
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",32.28539304,6.651479173
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",21.34095154,4.396690929
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",71.44414395,14.71901658
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",17.92709363,3.693363428
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,505,"(15120, 15150)",32.41728905,6.678652563
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",14.97733444,3.085650156
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",8.802627121,1.813528827
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",7.046735662,1.451777757
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",70.67384245,14.56031805
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",50.20699811,10.34371184
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",40.61961065,8.368505656
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",11.5347956,2.376413773
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",37.85970824,7.799906928
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",4.485123598,0.924031068
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",17.9988833,3.70815363
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",20.2023912,4.162123229
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",26.92316018,5.5467449
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",15.09137767,3.109145494
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",36.07351099,7.431912219
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",30.72198828,6.329384465
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,506,"(15150, 15180)",36.13641116,7.444870995
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",16.26545871,3.351031215
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",13.52827534,2.787113094
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",10.28014548,2.117929103
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",24.83971571,5.117510928
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",16.96515214,3.495182975
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",24.98018511,5.146450619
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",8.147180689,1.67849289
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",31.19077514,6.425964552
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",12.17124234,2.507535369
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",81.04234707,16.69645102
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",4.938175558,1.017369429
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",23.91528798,4.92705911
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",13.46188459,2.773435183
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",38.93132523,8.020682871
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",119.9939885,24.72131946
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,507,"(15180, 15210)",26.41876546,5.442828836
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",13.4182127,2.764437844
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",13.65016627,2.812225224
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",21.63044487,4.456332724
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",20.84528196,4.294572428
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",20.28142412,4.178405694
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",23.6934926,4.881364533
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",8.362538317,1.722861152
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",10.99344828,2.264884686
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",10.01565099,2.063437602
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",40.32108378,8.307002757
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",11.9813369,2.468410799
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",26.19802158,5.397350892
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",11.75136111,2.421030886
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",18.23769035,3.757352972
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",34.33111835,7.072942195
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,508,"(15210, 15240)",24.18544726,4.98271768
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",23.24390417,4.788739733
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",14.23759743,2.933248563
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",41.42892126,8.535240892
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",22.88871453,4.715563097
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",33.61889036,6.926208045
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",74.29774574,15.30691938
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",6.595284566,1.358769208
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",19.68281203,4.055078844
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",10.87797649,2.241095035
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",29.39214133,6.055407647
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",16.57430263,3.414659644
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",16.87724847,3.477072945
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",17.23064857,3.549880901
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",11.34394356,2.337094184
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",21.98860098,4.530120518
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,509,"(15240, 15270)",9.531999135,1.963795009
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",82.42781321,16.98188658
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",9.668540657,1.991925473
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",18.81668313,3.876637828
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",52.00599349,10.71434324
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",24.01270643,4.947129387
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",30.67462369,6.319626352
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",6.537196197,1.346801766
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",35.59143995,7.332595308
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",10.26056138,2.113894362
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",36.61847637,7.544186704
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",29.90764568,6.161612532
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",35.39910117,7.29296942
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",18.6731547,3.847067911
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",22.32491029,4.599407405
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",12.39338731,2.553301966
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,510,"(15270, 15300)",12.65180902,2.606542348
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",10.2352032,2.108670036
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",8.746725434,1.802011887
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",25.46525141,5.246384617
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",33.55028762,6.912074419
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",32.40028927,6.675150246
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",17.23575926,3.55093381
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",11.2740873,2.322702306
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",8.979643846,1.849998045
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",14.35813114,2.958081079
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",46.81827194,9.645562013
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",17.50498186,3.606399406
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",15.84051851,3.263484475
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",13.30379772,2.740865918
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",28.6204836,5.896429706
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",15.62946511,3.220002976
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,511,"(15300, 15330)",21.17270045,4.362027618
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",21.80076493,4.491422288
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",13.96092344,2.876247824
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",13.78522391,2.840049975
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",67.40312218,13.88647996
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",7.392436136,1.522999424
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",13.42263465,2.76534886
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",51.16393325,10.54086088
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",44.47121391,9.162018029
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",10.97501816,2.261087687
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",55.70828836,11.4770949
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",3.718358063,0.766061023
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",18.54205998,3.820059605
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",15.05083422,3.100792678
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",31.86974141,6.565846077
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",21.11397964,4.349929879
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,512,"(15330, 15360)",48.31452618,9.953822282
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",8.008912535,1.650006703
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",17.71717197,3.65011509
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",17.58516059,3.622917932
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",51.12016453,10.53184359
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",14.31772737,2.94975704
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",10.69455721,2.203306754
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",33.01876583,6.802569601
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",30.97221449,6.380936399
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",9.012844344,1.856838056
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",40.10891811,8.263292106
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",9.467892922,1.950587763
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",43.18271029,8.896558816
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",14.23413407,2.932535037
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",47.61192998,9.809072487
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",9.656209751,1.989385044
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,513,"(15360, 15390)",14.71078532,3.030735357
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",41.3737793,8.523880474
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",16.30736705,3.359665225
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",20.95217853,4.3165954
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",36.38868457,7.496844695
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",17.54727409,3.615112505
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",10.45915846,2.154809594
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",35.43292244,7.299937322
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",33.0611559,6.811302859
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",7.948770648,1.637616192
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",10.0725721,2.075164563
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",11.76494352,2.42382915
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",28.8088191,5.935230833
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",12.69986443,2.616442787
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",63.18540391,13.01754009
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",14.1655482,2.918404887
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,514,"(15390, 15420)",17.47096976,3.599392189
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",21.12092809,4.351361407
4,1,2,250606_10N6d_Loc1_03_04.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",24.53953526,5.055667357
6,1,2,250606_10N6d_Loc1_05_06.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",25.25380878,5.202822928
8,1,2,250606_10N6d_Loc1_07_08.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",19.51101129,4.01968423
10,1,2,250606_10N6d_Loc1_09_10.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",10.3760604,2.137689622
12,1,2,250606_10N6d_Loc1_11_12.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",11.17152639,2.301572573
14,1,2,250606_10N6d_Loc1_13_14.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",27.96068684,5.760497508
16,1,2,250606_10N6d_Loc1_15_16.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",34.76726599,7.162797905
18,1,2,250606_10N6d_Loc1_17_18.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",9.844943999,2.028268322
20,1,2,250606_10N6d_Loc1_19_20.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",14.86352199,3.062202366
22,1,2,250606_10N6d_Loc1_21_22.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",8.417031845,1.73408798
24,1,2,250606_10N6d_Loc1_23_24.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",12.40504958,2.555704643
26,1,2,250606_10N6d_Loc1_25_26.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",33.41046733,6.883268459
28,1,2,250606_10N6d_Loc1_27_28.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",22.22793249,4.579427911
30,1,2,250606_10N6d_Loc1_29_30.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",14.33718016,2.953764728
32,1,2,250606_10N6d_Loc1_31_32.avi,99,TRUE,0.9,100,0,515,"(15420, 15450)",21.70794608,4.472299627
2,1,2,250606_10N6d_Loc1_01_02.avi,99,TRUE,0.9,100,0,516,"(15450, 15480)",19.53014432,4.023626041
