Animal,File,phase,subphase,component,freezing,motion
24,240327_SEFL21H_trauma_24_25 Box 1.wmv,trauma,shock,shock_8,6.666666667,2488.4
26,240327_SEFL21H_trauma_26_27 Box 1.wmv,trauma,shock,shock_8,6.666666667,2198.866667
28,240327_SEFL21H_trauma_28 Box 1.wmv,trauma,shock,shock_8,6.666666667,2275.666667
1,240327_SEFL21H_trauma_01_02 Box 1.wmv,trauma,shock,shock_8,16.66666667,2274.666667
2,240327_SEFL21H_trauma_01_02 Box 2.wmv,trauma,shock,shock_8,0,3150.366667
3,240327_SEFL21H_trauma_03_04 Box 1.wmv,trauma,shock,shock_8,0,3001.433333
4,240327_SEFL21H_trauma_03_04 Box 2.wmv,trauma,shock,shock_8,6.666666667,3138.733333
5,240327_SEFL21H_trauma_05_06 Box 1.wmv,trauma,shock,shock_8,6.666666667,2692.333333
6,240327_SEFL21H_trauma_05_06 Box 2.wmv,trauma,shock,shock_8,13.33333333,2600.433333
7,240327_SEFL21H_trauma_07_08 Box 1.wmv,trauma,shock,shock_8,3.333333333,1378.8
8,240327_SEFL21H_trauma_07_08 Box 2.wmv,trauma,shock,shock_8,0,2651.833333
9,240327_SEFL21H_trauma_09_10 Box 1.wmv,trauma,shock,shock_8,0,2420.166667
10,240327_SEFL21H_trauma_09_10 Box 2.wmv,trauma,shock,shock_8,0,2132.766667
11,240327_SEFL21H_trauma_11_12 Box 1.wmv,trauma,shock,shock_8,3.333333333,2562.033333
12,240327_SEFL21H_trauma_11_12 Box 2.wmv,trauma,shock,shock_8,6.666666667,1644.4
13,240327_SEFL21H_trauma_13_14 Box 1.wmv,trauma,shock,shock_8,6.666666667,2599.3
14,240327_SEFL21H_trauma_13_14 Box 2.wmv,trauma,shock,shock_8,0,2545.133333
15,240327_SEFL21H_trauma_15_16 Box 1.wmv,trauma,shock,shock_8,3.333333333,2667
16,240327_SEFL21H_trauma_15_16 Box 2.wmv,trauma,shock,shock_8,0,2482.066667
17,240327_SEFL21H_trauma_17_18 Box 1.wmv,trauma,shock,shock_8,0,3514.4
18,240327_SEFL21H_trauma_17_18 Box 2.wmv,trauma,shock,shock_8,10,2464.9
20,240327_SEFL21H_trauma_19_20 Box 2.wmv,trauma,shock,shock_8,0,2375.633333
22,240327_SEFL21H_trauma_21_22 Box 2.wmv,trauma,shock,shock_8,3.333333333,2388.266667
25,240327_SEFL21H_trauma_24_25 Box 2.wmv,trauma,shock,shock_8,3.333333333,3332.5
27,240327_SEFL21H_trauma_26_27 Box 2.wmv,trauma,shock,shock_8,0,3355.4
19,240327_SEFL21H_trauma_19_20 Box 1.wmv,trauma,shock,shock_9,16.66666667,1846.3
21,240327_SEFL21H_trauma_21_22 Box 1.wmv,trauma,shock,shock_9,0,2867.666667
24,240327_SEFL21H_trauma_24_25 Box 1.wmv,trauma,shock,shock_9,3.333333333,2993.866667
26,240327_SEFL21H_trauma_26_27 Box 1.wmv,trauma,shock,shock_9,0,2104.366667
28,240327_SEFL21H_trauma_28 Box 1.wmv,trauma,shock,shock_9,0,1870.866667
1,240327_SEFL21H_trauma_01_02 Box 1.wmv,trauma,shock,shock_9,3.333333333,2571.066667
2,240327_SEFL21H_trauma_01_02 Box 2.wmv,trauma,shock,shock_9,6.666666667,2644.733333
3,240327_SEFL21H_trauma_03_04 Box 1.wmv,trauma,shock,shock_9,0,3208.733333
4,240327_SEFL21H_trauma_03_04 Box 2.wmv,trauma,shock,shock_9,6.666666667,2467.133333
5,240327_SEFL21H_trauma_05_06 Box 1.wmv,trauma,shock,shock_9,0,2750.133333
6,240327_SEFL21H_trauma_05_06 Box 2.wmv,trauma,shock,shock_9,13.33333333,2627.733333
7,240327_SEFL21H_trauma_07_08 Box 1.wmv,trauma,shock,shock_9,0,2433.633333
8,240327_SEFL21H_trauma_07_08 Box 2.wmv,trauma,shock,shock_9,0,2397.266667
9,240327_SEFL21H_trauma_09_10 Box 1.wmv,trauma,shock,shock_9,0,2661
10,240327_SEFL21H_trauma_09_10 Box 2.wmv,trauma,shock,shock_9,3.333333333,1368.933333
11,240327_SEFL21H_trauma_11_12 Box 1.wmv,trauma,shock,shock_9,0,2170.1
12,240327_SEFL21H_trauma_11_12 Box 2.wmv,trauma,shock,shock_9,3.333333333,1998.533333
13,240327_SEFL21H_trauma_13_14 Box 1.wmv,trauma,shock,shock_9,13.33333333,2601.033333
14,240327_SEFL21H_trauma_13_14 Box 2.wmv,trauma,shock,shock_9,0,2372.133333
15,240327_SEFL21H_trauma_15_16 Box 1.wmv,trauma,shock,shock_9,6.666666667,1864.266667
16,240327_SEFL21H_trauma_15_16 Box 2.wmv,trauma,shock,shock_9,0,3003.7
17,240327_SEFL21H_trauma_17_18 Box 1.wmv,trauma,shock,shock_9,6.666666667,2272.2
18,240327_SEFL21H_trauma_17_18 Box 2.wmv,trauma,shock,shock_9,3.333333333,3288.7
20,240327_SEFL21H_trauma_19_20 Box 2.wmv,trauma,shock,shock_9,6.666666667,2173.233333
22,240327_SEFL21H_trauma_21_22 Box 2.wmv,trauma,shock,shock_9,13.33333333,2440.6
25,240327_SEFL21H_trauma_24_25 Box 2.wmv,trauma,shock,shock_9,3.333333333,2718.866667
27,240327_SEFL21H_trauma_26_27 Box 2.wmv,trauma,shock,shock_9,6.666666667,3023.3
1,240329_SEFL21H_traumatest_g1,traumatest,min,min01,49.89,11.36
1,240329_SEFL21H_traumatest_g1,traumatest,min,min02,59.17,15.17
1,240329_SEFL21H_traumatest_g1,traumatest,min,min03,45.67,33.55
1,240329_SEFL21H_traumatest_g1,traumatest,min,min04,76.44,11.84
1,240329_SEFL21H_traumatest_g1,traumatest,min,min05,48.89,43.02
1,240329_SEFL21H_traumatest_g1,traumatest,min,min06,8.56,117.92
1,240329_SEFL21H_traumatest_g1,traumatest,min,min07,4,171.54
1,240329_SEFL21H_traumatest_g1,traumatest,min,min08,13.33,112.87
1,240329_SEFL21H_traumatest_g1,traumatest,avg,avg,38.24,64.66
2,240329_SEFL21H_traumatest_g1,traumatest,min,min01,9.06,80.41
2,240329_SEFL21H_traumatest_g1,traumatest,min,min02,22.67,44.72
2,240329_SEFL21H_traumatest_g1,traumatest,min,min03,14.33,54.15
2,240329_SEFL21H_traumatest_g1,traumatest,min,min04,24,98.05
2,240329_SEFL21H_traumatest_g1,traumatest,min,min05,0,204.57
2,240329_SEFL21H_traumatest_g1,traumatest,min,min06,9.89,114.81
2,240329_SEFL21H_traumatest_g1,traumatest,min,min07,12.33,140.13
2,240329_SEFL21H_traumatest_g1,traumatest,min,min08,21.17,122.59
2,240329_SEFL21H_traumatest_g1,traumatest,avg,avg,14.57,107.43
3,240329_SEFL21H_traumatest_g1,traumatest,min,min01,30.28,83.93
3,240329_SEFL21H_traumatest_g1,traumatest,min,min02,59.72,40.77
3,240329_SEFL21H_traumatest_g1,traumatest,min,min03,68.44,19.56
3,240329_SEFL21H_traumatest_g1,traumatest,min,min04,32.28,113.78
3,240329_SEFL21H_traumatest_g1,traumatest,min,min05,12.33,143.47
3,240329_SEFL21H_traumatest_g1,traumatest,min,min06,15,123.14
3,240329_SEFL21H_traumatest_g1,traumatest,min,min07,8.61,134.47
3,240329_SEFL21H_traumatest_g1,traumatest,min,min08,24.83,99.97
3,240329_SEFL21H_traumatest_g1,traumatest,avg,avg,31.53,94.89
4,240329_SEFL21H_traumatest_g1,traumatest,min,min01,32.28,100.17
4,240329_SEFL21H_traumatest_g1,traumatest,min,min02,57.39,18.16
4,240329_SEFL21H_traumatest_g1,traumatest,min,min03,83.67,2.43
4,240329_SEFL21H_traumatest_g1,traumatest,min,min04,66.67,12.03
4,240329_SEFL21H_traumatest_g1,traumatest,min,min05,82.33,5.16
4,240329_SEFL21H_traumatest_g1,traumatest,min,min06,61.61,13.84
4,240329_SEFL21H_traumatest_g1,traumatest,min,min07,59.94,9.44
4,240329_SEFL21H_traumatest_g1,traumatest,min,min08,53.5,17.34
4,240329_SEFL21H_traumatest_g1,traumatest,avg,avg,62.18,22.32
5,240329_SEFL21H_traumatest_g2,traumatest,min,min01,12.06,104.06
5,240329_SEFL21H_traumatest_g2,traumatest,min,min02,24.06,60.91
5,240329_SEFL21H_traumatest_g2,traumatest,min,min03,24.22,72.3
5,240329_SEFL21H_traumatest_g2,traumatest,min,min04,5.56,189.49
5,240329_SEFL21H_traumatest_g2,traumatest,min,min05,8.22,137.56
5,240329_SEFL21H_traumatest_g2,traumatest,min,min06,18.72,147.18
5,240329_SEFL21H_traumatest_g2,traumatest,min,min07,3.94,176.78
5,240329_SEFL21H_traumatest_g2,traumatest,min,min08,6.5,181.98
5,240329_SEFL21H_traumatest_g2,traumatest,avg,avg,13.07,133.78
6,240329_SEFL21H_traumatest_g2,traumatest,min,min01,3.44,87.31
6,240329_SEFL21H_traumatest_g2,traumatest,min,min02,11.06,111.13
6,240329_SEFL21H_traumatest_g2,traumatest,min,min03,10.83,89.6
6,240329_SEFL21H_traumatest_g2,traumatest,min,min04,31.61,68.87
6,240329_SEFL21H_traumatest_g2,traumatest,min,min05,8.56,143.71
6,240329_SEFL21H_traumatest_g2,traumatest,min,min06,20.94,101.62
6,240329_SEFL21H_traumatest_g2,traumatest,min,min07,26.17,73.15
6,240329_SEFL21H_traumatest_g2,traumatest,min,min08,14.33,111.02
6,240329_SEFL21H_traumatest_g2,traumatest,avg,avg,15.93,98.3
7,240329_SEFL21H_traumatest_g2,traumatest,min,min01,11.44,140.38
7,240329_SEFL21H_traumatest_g2,traumatest,min,min02,23.44,95.98
7,240329_SEFL21H_traumatest_g2,traumatest,min,min03,25,109.41
7,240329_SEFL21H_traumatest_g2,traumatest,min,min04,29.83,86.72
7,240329_SEFL21H_traumatest_g2,traumatest,min,min05,28.39,115.94
7,240329_SEFL21H_traumatest_g2,traumatest,min,min06,49.72,69.11
7,240329_SEFL21H_traumatest_g2,traumatest,min,min07,28.56,117.11
7,240329_SEFL21H_traumatest_g2,traumatest,min,min08,29.72,59.4
7,240329_SEFL21H_traumatest_g2,traumatest,avg,avg,28.41,99.26
8,240329_SEFL21H_traumatest_g2,traumatest,min,min01,0,244.94
8,240329_SEFL21H_traumatest_g2,traumatest,min,min02,0,235.28
8,240329_SEFL21H_traumatest_g2,traumatest,min,min03,0,196.03
8,240329_SEFL21H_traumatest_g2,traumatest,min,min04,0,189.17
8,240329_SEFL21H_traumatest_g2,traumatest,min,min05,3.83,204.16
8,240329_SEFL21H_traumatest_g2,traumatest,min,min06,0,255.85
8,240329_SEFL21H_traumatest_g2,traumatest,min,min07,2.11,213.81
8,240329_SEFL21H_traumatest_g2,traumatest,min,min08,0,224.15
8,240329_SEFL21H_traumatest_g2,traumatest,avg,avg,0.74,220.42
9,240329_SEFL21H_traumatest_g3,traumatest,min,min01,0,363.45
9,240329_SEFL21H_traumatest_g3,traumatest,min,min02,0,318.83
9,240329_SEFL21H_traumatest_g3,traumatest,min,min03,0,272.47
9,240329_SEFL21H_traumatest_g3,traumatest,min,min04,0,294.12
9,240329_SEFL21H_traumatest_g3,traumatest,min,min05,0,214.52
9,240329_SEFL21H_traumatest_g3,traumatest,min,min06,0,241.84
9,240329_SEFL21H_traumatest_g3,traumatest,min,min07,0,231
9,240329_SEFL21H_traumatest_g3,traumatest,min,min08,0,153.02
9,240329_SEFL21H_traumatest_g3,traumatest,avg,avg,0,261.16
10,240329_SEFL21H_traumatest_g3,traumatest,min,min01,5.83,126.36
10,240329_SEFL21H_traumatest_g3,traumatest,min,min02,7.22,142.02
10,240329_SEFL21H_traumatest_g3,traumatest,min,min03,6.44,136.2
10,240329_SEFL21H_traumatest_g3,traumatest,min,min04,8.94,117.05
10,240329_SEFL21H_traumatest_g3,traumatest,min,min05,9.78,175.63
10,240329_SEFL21H_traumatest_g3,traumatest,min,min06,5.39,151.79
10,240329_SEFL21H_traumatest_g3,traumatest,min,min07,18.17,90.15
10,240329_SEFL21H_traumatest_g3,traumatest,min,min08,5.67,157.57
10,240329_SEFL21H_traumatest_g3,traumatest,avg,avg,8.51,137.1
11,240329_SEFL21H_traumatest_g3,traumatest,min,min01,3.89,129.3
11,240329_SEFL21H_traumatest_g3,traumatest,min,min02,9.78,86.61
11,240329_SEFL21H_traumatest_g3,traumatest,min,min03,0,195.81
11,240329_SEFL21H_traumatest_g3,traumatest,min,min04,1.83,158.77
11,240329_SEFL21H_traumatest_g3,traumatest,min,min05,2.39,181.98
11,240329_SEFL21H_traumatest_g3,traumatest,min,min06,3.61,166.49
11,240329_SEFL21H_traumatest_g3,traumatest,min,min07,1.67,153.26
11,240329_SEFL21H_traumatest_g3,traumatest,min,min08,0,140.23
11,240329_SEFL21H_traumatest_g3,traumatest,avg,avg,2.94,151.56
12,240329_SEFL21H_traumatest_g3,traumatest,min,min01,20.78,91.02
12,240329_SEFL21H_traumatest_g3,traumatest,min,min02,52.22,32.25
12,240329_SEFL21H_traumatest_g3,traumatest,min,min03,48.89,28.62
12,240329_SEFL21H_traumatest_g3,traumatest,min,min04,60.61,21.63
12,240329_SEFL21H_traumatest_g3,traumatest,min,min05,62.61,26.04
12,240329_SEFL21H_traumatest_g3,traumatest,min,min06,69.44,14.5
12,240329_SEFL21H_traumatest_g3,traumatest,min,min07,27.39,72.75
12,240329_SEFL21H_traumatest_g3,traumatest,min,min08,48.06,30.4
12,240329_SEFL21H_traumatest_g3,traumatest,avg,avg,48.85,39.65
13,240329_SEFL21H_traumatest_g4,traumatest,min,min01,65.28,37.78
13,240329_SEFL21H_traumatest_g4,traumatest,min,min02,95,0.91
13,240329_SEFL21H_traumatest_g4,traumatest,min,min03,86.06,4.89
13,240329_SEFL21H_traumatest_g4,traumatest,min,min04,94,1.37
13,240329_SEFL21H_traumatest_g4,traumatest,min,min05,72.89,7.81
13,240329_SEFL21H_traumatest_g4,traumatest,min,min06,20.72,96.5
13,240329_SEFL21H_traumatest_g4,traumatest,min,min07,4.06,137.75
13,240329_SEFL21H_traumatest_g4,traumatest,min,min08,3.67,187.66
13,240329_SEFL21H_traumatest_g4,traumatest,avg,avg,55.31,59.33
14,240329_SEFL21H_traumatest_g4,traumatest,min,min01,21.67,30.62
14,240329_SEFL21H_traumatest_g4,traumatest,min,min02,25.56,46.31
14,240329_SEFL21H_traumatest_g4,traumatest,min,min03,18,85.6
14,240329_SEFL21H_traumatest_g4,traumatest,min,min04,3.67,101.66
14,240329_SEFL21H_traumatest_g4,traumatest,min,min05,5.67,109.59
14,240329_SEFL21H_traumatest_g4,traumatest,min,min06,3.89,129.13
14,240329_SEFL21H_traumatest_g4,traumatest,min,min07,3.17,165.82
14,240329_SEFL21H_traumatest_g4,traumatest,min,min08,0,159
14,240329_SEFL21H_traumatest_g4,traumatest,avg,avg,10.2,103.47
15,240329_SEFL21H_traumatest_g4,traumatest,min,min01,22.56,62.35
15,240329_SEFL21H_traumatest_g4,traumatest,min,min02,42.28,66.9
15,240329_SEFL21H_traumatest_g4,traumatest,min,min03,37.28,65.99
15,240329_SEFL21H_traumatest_g4,traumatest,min,min04,25.61,82.99
15,240329_SEFL21H_traumatest_g4,traumatest,min,min05,55.17,32.69
15,240329_SEFL21H_traumatest_g4,traumatest,min,min06,22.33,118.91
15,240329_SEFL21H_traumatest_g4,traumatest,min,min07,20.67,103.93
15,240329_SEFL21H_traumatest_g4,traumatest,min,min08,28.39,67.48
15,240329_SEFL21H_traumatest_g4,traumatest,avg,avg,32.06,75.15
16,240329_SEFL21H_traumatest_g4,traumatest,min,min01,0,205.86
16,240329_SEFL21H_traumatest_g4,traumatest,min,min02,0,211.31
16,240329_SEFL21H_traumatest_g4,traumatest,min,min03,2.33,251.98
16,240329_SEFL21H_traumatest_g4,traumatest,min,min04,4.61,141.91
16,240329_SEFL21H_traumatest_g4,traumatest,min,min05,1.94,241
16,240329_SEFL21H_traumatest_g4,traumatest,min,min06,0,160.74
16,240329_SEFL21H_traumatest_g4,traumatest,min,min07,2.22,198.02
16,240329_SEFL21H_traumatest_g4,traumatest,min,min08,0,229.32
16,240329_SEFL21H_traumatest_g4,traumatest,avg,avg,1.39,205.02
17,240329_SEFL21H_traumatest_g5,traumatest,min,min01,0,151.69
17,240329_SEFL21H_traumatest_g5,traumatest,min,min02,0,163.12
17,240329_SEFL21H_traumatest_g5,traumatest,min,min03,1.72,177.38
17,240329_SEFL21H_traumatest_g5,traumatest,min,min04,0,133.18
17,240329_SEFL21H_traumatest_g5,traumatest,min,min05,0,184.19
17,240329_SEFL21H_traumatest_g5,traumatest,min,min06,1.72,162.01
17,240329_SEFL21H_traumatest_g5,traumatest,min,min07,0,158.35
17,240329_SEFL21H_traumatest_g5,traumatest,min,min08,0,151.73
17,240329_SEFL21H_traumatest_g5,traumatest,avg,avg,0.69,160.21
18,240329_SEFL21H_traumatest_g5,traumatest,min,min01,20.22,89.75
18,240329_SEFL21H_traumatest_g5,traumatest,min,min02,36.94,43.91
18,240329_SEFL21H_traumatest_g5,traumatest,min,min03,38.06,92.58
18,240329_SEFL21H_traumatest_g5,traumatest,min,min04,58.72,40.25
18,240329_SEFL21H_traumatest_g5,traumatest,min,min05,27.11,84.45
18,240329_SEFL21H_traumatest_g5,traumatest,min,min06,37.22,78.43
18,240329_SEFL21H_traumatest_g5,traumatest,min,min07,71.06,35.07
18,240329_SEFL21H_traumatest_g5,traumatest,min,min08,26.56,92.67
18,240329_SEFL21H_traumatest_g5,traumatest,avg,avg,39.55,69.64
19,240329_SEFL21H_traumatest_g5,traumatest,min,min01,52.17,13.94
19,240329_SEFL21H_traumatest_g5,traumatest,min,min02,52.61,38.64
19,240329_SEFL21H_traumatest_g5,traumatest,min,min03,59.11,33.37
19,240329_SEFL21H_traumatest_g5,traumatest,min,min04,19.5,81.75
19,240329_SEFL21H_traumatest_g5,traumatest,min,min05,64.83,32.24
19,240329_SEFL21H_traumatest_g5,traumatest,min,min06,49.17,42.03
19,240329_SEFL21H_traumatest_g5,traumatest,min,min07,19.89,170.54
19,240329_SEFL21H_traumatest_g5,traumatest,min,min08,4.06,91.56
19,240329_SEFL21H_traumatest_g5,traumatest,avg,avg,40.35,63.01
20,240329_SEFL21H_traumatest_g5,traumatest,min,min01,17.61,131.33
20,240329_SEFL21H_traumatest_g5,traumatest,min,min02,23.83,98.36
20,240329_SEFL21H_traumatest_g5,traumatest,min,min03,50.56,57.46
20,240329_SEFL21H_traumatest_g5,traumatest,min,min04,49.94,50.2
20,240329_SEFL21H_traumatest_g5,traumatest,min,min05,32.22,116.1
20,240329_SEFL21H_traumatest_g5,traumatest,min,min06,43.61,35.13
20,240329_SEFL21H_traumatest_g5,traumatest,min,min07,10.44,107.12
20,240329_SEFL21H_traumatest_g5,traumatest,min,min08,34.89,101.48
20,240329_SEFL21H_traumatest_g5,traumatest,avg,avg,33.1,87.15
21,240329_SEFL21H_traumatest_g6,traumatest,min,min01,2.39,157.48
21,240329_SEFL21H_traumatest_g6,traumatest,min,min02,0,194.27
21,240329_SEFL21H_traumatest_g6,traumatest,min,min03,0,242.84
21,240329_SEFL21H_traumatest_g6,traumatest,min,min04,1.67,235.59
21,240329_SEFL21H_traumatest_g6,traumatest,min,min05,2.11,228.57
21,240329_SEFL21H_traumatest_g6,traumatest,min,min06,0,166.69
21,240329_SEFL21H_traumatest_g6,traumatest,min,min07,1.67,189.08
21,240329_SEFL21H_traumatest_g6,traumatest,min,min08,0,207.21
21,240329_SEFL21H_traumatest_g6,traumatest,avg,avg,0.98,202.72
22,240329_SEFL21H_traumatest_g6,traumatest,min,min01,13.06,78.33
22,240329_SEFL21H_traumatest_g6,traumatest,min,min02,88.83,2.55
22,240329_SEFL21H_traumatest_g6,traumatest,min,min03,31.67,67.43
22,240329_SEFL21H_traumatest_g6,traumatest,min,min04,26.89,36.12
22,240329_SEFL21H_traumatest_g6,traumatest,min,min05,53.56,22.97
22,240329_SEFL21H_traumatest_g6,traumatest,min,min06,8.61,107.32
22,240329_SEFL21H_traumatest_g6,traumatest,min,min07,22.44,93.91
22,240329_SEFL21H_traumatest_g6,traumatest,min,min08,19.5,84.86
22,240329_SEFL21H_traumatest_g6,traumatest,avg,avg,33.18,61.69
24,240329_SEFL21H_traumatest_g6,traumatest,min,min01,0,232.81
24,240329_SEFL21H_traumatest_g6,traumatest,min,min02,0,185.82
24,240329_SEFL21H_traumatest_g6,traumatest,min,min03,0,177.17
24,240329_SEFL21H_traumatest_g6,traumatest,min,min04,1.67,227.04
24,240329_SEFL21H_traumatest_g6,traumatest,min,min05,0,184.69
24,240329_SEFL21H_traumatest_g6,traumatest,min,min06,0,252.42
24,240329_SEFL21H_traumatest_g6,traumatest,min,min07,0,214.56
24,240329_SEFL21H_traumatest_g6,traumatest,min,min08,1.72,214.33
24,240329_SEFL21H_traumatest_g6,traumatest,avg,avg,0.42,211.11
25,240329_SEFL21H_traumatest_g6,traumatest,min,min01,2,266.36
25,240329_SEFL21H_traumatest_g6,traumatest,min,min02,5.89,186.91
25,240329_SEFL21H_traumatest_g6,traumatest,min,min03,3.83,207.3
25,240329_SEFL21H_traumatest_g6,traumatest,min,min04,9.33,179.19
25,240329_SEFL21H_traumatest_g6,traumatest,min,min05,11.83,147.89
25,240329_SEFL21H_traumatest_g6,traumatest,min,min06,14.67,149.6
25,240329_SEFL21H_traumatest_g6,traumatest,min,min07,11.67,137.28
25,240329_SEFL21H_traumatest_g6,traumatest,min,min08,6.5,165.66
25,240329_SEFL21H_traumatest_g6,traumatest,avg,avg,8.22,180.02
26,240329_SEFL21H_traumatest_g7,traumatest,min,min01,2,112.33
26,240329_SEFL21H_traumatest_g7,traumatest,min,min02,0,187.39
26,240329_SEFL21H_traumatest_g7,traumatest,min,min03,3.78,147.11
26,240329_SEFL21H_traumatest_g7,traumatest,min,min04,16.17,143.31
26,240329_SEFL21H_traumatest_g7,traumatest,min,min05,4.61,162.85
26,240329_SEFL21H_traumatest_g7,traumatest,min,min06,16.39,84.43
26,240329_SEFL21H_traumatest_g7,traumatest,min,min07,0,198.51
26,240329_SEFL21H_traumatest_g7,traumatest,min,min08,2.61,162.39
26,240329_SEFL21H_traumatest_g7,traumatest,avg,avg,5.87,149.79
27,240329_SEFL21H_traumatest_g7,traumatest,min,min01,33.17,107.79
27,240329_SEFL21H_traumatest_g7,traumatest,min,min02,39.67,83.78
27,240329_SEFL21H_traumatest_g7,traumatest,min,min03,38.67,74.96
27,240329_SEFL21H_traumatest_g7,traumatest,min,min04,26.56,94.8
27,240329_SEFL21H_traumatest_g7,traumatest,min,min05,36.33,118.2
27,240329_SEFL21H_traumatest_g7,traumatest,min,min06,45.72,107.49
27,240329_SEFL21H_traumatest_g7,traumatest,min,min07,67.83,27.17
27,240329_SEFL21H_traumatest_g7,traumatest,min,min08,45.44,68.8
27,240329_SEFL21H_traumatest_g7,traumatest,avg,avg,41.67,85.37
28,240329_SEFL21H_traumatest_g7,traumatest,min,min01,8,106.45
28,240329_SEFL21H_traumatest_g7,traumatest,min,min02,4.11,126.34
28,240329_SEFL21H_traumatest_g7,traumatest,min,min03,7.61,205.86
28,240329_SEFL21H_traumatest_g7,traumatest,min,min04,10,188.3
28,240329_SEFL21H_traumatest_g7,traumatest,min,min05,5,183.96
28,240329_SEFL21H_traumatest_g7,traumatest,min,min06,9.67,164.11
28,240329_SEFL21H_traumatest_g7,traumatest,min,min07,0,191.55
28,240329_SEFL21H_traumatest_g7,traumatest,min,min08,0,169.88
28,240329_SEFL21H_traumatest_g7,traumatest,avg,avg,5.63,167.06
1,240331_SEFL21H_novstressor_g1,mildstressor,prepost,bl,0,433.47
1,240331_SEFL21H_novstressor_g1,mildstressor,prepost,post,11.33,190.17
1,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_pre,0,759.06
1,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_startle,0,576.27
1,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_post,0,66.72
2,240331_SEFL21H_novstressor_g1,mildstressor,prepost,bl,0.83,423.91
2,240331_SEFL21H_novstressor_g1,mildstressor,prepost,post,71.67,38.61
2,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_pre,0,526.14
2,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_startle,0,511.8
2,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_post,88.89,25.82
3,240331_SEFL21H_novstressor_g1,mildstressor,prepost,bl,17.13,165.41
3,240331_SEFL21H_novstressor_g1,mildstressor,prepost,post,0,170.43
3,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_pre,0,41.5
3,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_startle,0,533.59
3,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_post,0,244.1
4,240331_SEFL21H_novstressor_g1,mildstressor,prepost,bl,0,439.61
4,240331_SEFL21H_novstressor_g1,mildstressor,prepost,post,12.67,122.95
4,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_pre,0,315.98
4,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_startle,0,714.6
4,240331_SEFL21H_novstressor_g1,mildstressor,startle,startle_post,0,31.07
5,240331_SEFL21H_novstressor_g2,mildstressor,prepost,bl,0,513.53
5,240331_SEFL21H_novstressor_g2,mildstressor,prepost,post,0,200.81
5,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_pre,0,468.42
5,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_startle,0,907.48
5,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_post,0,212.86
6,240331_SEFL21H_novstressor_g2,mildstressor,prepost,bl,0.63,351.74
6,240331_SEFL21H_novstressor_g2,mildstressor,prepost,post,58.67,68.35
6,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_pre,0,90.29
6,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_startle,0,398.71
6,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_post,87.78,18.4
7,240331_SEFL21H_novstressor_g2,mildstressor,prepost,bl,1.98,360.66
7,240331_SEFL21H_novstressor_g2,mildstressor,prepost,post,16.67,243.69
7,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_pre,0,193.64
7,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_startle,0,630.03
7,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_post,0,413.07
8,240331_SEFL21H_novstressor_g2,mildstressor,prepost,bl,0,578.03
8,240331_SEFL21H_novstressor_g2,mildstressor,prepost,post,0,284.91
8,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_pre,0,395.61
8,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_startle,0,683.64
8,240331_SEFL21H_novstressor_g2,mildstressor,startle,startle_post,0,155.78
9,240331_SEFL21H_novstressor_g3,mildstressor,prepost,bl,0,572.38
9,240331_SEFL21H_novstressor_g3,mildstressor,prepost,post,0,328.46
9,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_pre,0,447.34
9,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_startle,0,1166.28
9,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_post,0,379.76
10,240331_SEFL21H_novstressor_g3,mildstressor,prepost,bl,0,464.37
10,240331_SEFL21H_novstressor_g3,mildstressor,prepost,post,33,55.71
10,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_pre,0,370.01
10,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_startle,0,508.1
10,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_post,0,94.47
11,240331_SEFL21H_novstressor_g3,mildstressor,prepost,bl,0,371.21
11,240331_SEFL21H_novstressor_g3,mildstressor,prepost,post,46.67,106.44
11,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_pre,0,157.1
11,240331_SEFL21H_novstressor_g3,mildstressor,startle,startle_startle,0,449.27
