Animal,test,File,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,ROI_coordinates,ROI_location,ROI_transition,bin,range(f),light,dark,Distance_px,Distance_in
27,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,2,"(3600, 7200)",0.199389059,0.801999445,2796.750082,213.7697839
27,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,3,"(7200, 10800)",0.329908359,0.670924743,3215.659896,245.7891841
27,pre,240318_21H_LD_26_27.avi,99,TRUE,0.5,50,1800,"{'xs': [[0.9460431654676281, 132.05395683453236, 130.12589928057554, 0.9460431654676281], [1.9100719424460455, 130.12589928057554, 130.12589928057554, 0.9460431654676281, 0.9460431654676281]], 'ys': [[0.16945043103449156, 0.781519396551733, 139.10910560344828, 141.55738146551724], [281.10910560344826, 281.10910560344826, 139.10910560344828, 141.55738146551724, 141.55738146551724]]}",dark,FALSE,4,"(10800, 14400)",0.287381879,0.712618121,2714.750375,207.5021306
28,pre,240318_21H_LD_28.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,1,"(0, 3600)",0.186059428,0.815051375,3115.639622,236.1708474
28,pre,240318_21H_LD_28.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,2,"(3600, 7200)",0.254929186,0.746459317,4480.30236,339.6146324
28,pre,240318_21H_LD_28.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,3,"(7200, 10800)",0.162454874,0.83921133,3286.405824,249.1152195
28,pre,240318_21H_LD_28.avi,99,TRUE,0.5,50,1800,"{'xs': [[3.86861313868613, 131.04379562043795, 132.01459854014598, 2.8978102189781008, 2.8978102189781008, 2.8978102189781008], [2.8978102189781008, 127.16058394160584, 132.01459854014598, 2.8978102189781008]], 'ys': [[4.46581604803496, 3.2387418122271003, 138.83044486899564, 139.4439819868996, 139.4439819868996, 139.4439819868996], [277.48983351528386, 278.7169077510917, 138.83044486899564, 139.4439819868996]]}",dark,FALSE,4,"(10800, 14400)",0.246800223,0.754590985,4107.073368,311.3232322
6,pre,240318_21H_LD_05_06.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.9270072992700715, 0.9562043795620424, 131.04379562043795, 129.10218978102188, 129.10218978102188], [3.86861313868613, 129.10218978102188, 131.04379562043795, 0.9562043795620424]], 'ys': [[1.3981304585153098, 143.7387418122271, 141.8981304585153, 2.62520469432317, 2.62520469432317], [278.1033706331878, 278.7169077510917, 141.8981304585153, 143.7387418122271]]}",dark,FALSE,1,"(2700, 3600)",0,1,809.998841,61.22642688
6,pre,240318_21H_LD_05_06.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.9270072992700715, 0.9562043795620424, 131.04379562043795, 129.10218978102188, 129.10218978102188], [3.86861313868613, 129.10218978102188, 131.04379562043795, 0.9562043795620424]], 'ys': [[1.3981304585153098, 143.7387418122271, 141.8981304585153, 2.62520469432317, 2.62520469432317], [278.1033706331878, 278.7169077510917, 141.8981304585153, 143.7387418122271]]}",dark,FALSE,2,"(3600, 7200)",0.408219939,0.593446265,4127.800379,312.01337
6,pre,240318_21H_LD_05_06.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.9270072992700715, 0.9562043795620424, 131.04379562043795, 129.10218978102188, 129.10218978102188], [3.86861313868613, 129.10218978102188, 131.04379562043795, 0.9562043795620424]], 'ys': [[1.3981304585153098, 143.7387418122271, 141.8981304585153, 2.62520469432317, 2.62520469432317], [278.1033706331878, 278.7169077510917, 141.8981304585153, 143.7387418122271]]}",dark,FALSE,3,"(7200, 10800)",0.414884754,0.586226048,3477.565408,262.8632207
6,pre,240318_21H_LD_05_06.avi,99,TRUE,0.5,50,1800,"{'xs': [[1.9270072992700715, 0.9562043795620424, 131.04379562043795, 129.10218978102188, 129.10218978102188], [3.86861313868613, 129.10218978102188, 131.04379562043795, 0.9562043795620424]], 'ys': [[1.3981304585153098, 143.7387418122271, 141.8981304585153, 2.62520469432317, 2.62520469432317], [278.1033706331878, 278.7169077510917, 141.8981304585153, 143.7387418122271]]}",dark,FALSE,4,"(10800, 14400)",0.159855435,0.840422574,2594.038993,196.0789703
