Animal,file,phase,subphase,Box,component,freezing,motion
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min01,40.89,37.59
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min02,20.67,64.63
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min03,14.28,124.89
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min04,21.5,116.2
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min05,23.67,123.45
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min06,28.5,77.06
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min07,15.39,121.34
1,200721_SEFL17_traumatest_g1,traumatest,min,1,min08,36.61,74.69
1,200721_SEFL17_traumatest_g1,traumatest,avg,1,avg,25.42,92.48
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min01,3.5,154.91
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min02,0,166.83
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min03,8.5,148.35
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min04,1.67,175.48
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min05,0,176.63
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min06,0,90.61
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min07,0,235.06
2,200721_SEFL17_traumatest_g1,traumatest,min,2,min08,0,229.04
2,200721_SEFL17_traumatest_g1,traumatest,avg,2,avg,1.71,172.11
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min01,31.94,47.01
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min02,69.39,8.52
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min03,62.33,35.86
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min04,67.89,30.5
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min05,56.83,28.13
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min06,47.33,62.4
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min07,67.94,18.19
3,200721_SEFL17_traumatest_g1,traumatest,min,3,min08,67.89,29.15
3,200721_SEFL17_traumatest_g1,traumatest,avg,3,avg,59.23,32.47
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min01,0,320.54
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min02,0,301.33
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min03,0,254.55
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min04,0,273.2
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min05,0,270.9
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min06,0,218.34
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min07,0,265.11
4,200721_SEFL17_traumatest_g1,traumatest,min,4,min08,0,235.64
4,200721_SEFL17_traumatest_g1,traumatest,avg,4,avg,0,267.45
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min01,3.39,130.42
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min02,4.5,121.41
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min03,5.39,162.11
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min04,0,165.29
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min05,2.11,195.81
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min06,1.78,186.96
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min07,0,167.26
5,200722_SEFL17_traumatest_g2,traumatest,min,1,min08,2.11,152.12
5,200722_SEFL17_traumatest_g2,traumatest,avg,1,avg,2.41,160.17
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min01,15.89,126.81
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min02,45.5,26.94
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min03,25.39,110.42
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min04,9.83,178.61
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min05,22.44,100.73
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min06,21.78,74.13
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min07,11,185.14
6,200722_SEFL17_traumatest_g2,traumatest,min,2,min08,34.28,109.91
6,200722_SEFL17_traumatest_g2,traumatest,avg,2,avg,23.29,114.09
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min01,1.94,208.98
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min02,0,235.51
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min03,4.28,221.95
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min04,3.94,155.57
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min05,4.11,153.04
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min06,4.28,207.03
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min07,17.67,88.39
7,200722_SEFL17_traumatest_g2,traumatest,min,3,min08,2.17,170.54
7,200722_SEFL17_traumatest_g2,traumatest,avg,3,avg,4.81,180.13
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min01,50.72,15.67
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min02,98.28,1.08
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min03,97.11,1.35
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min04,76.5,4.09
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min05,92.94,2.01
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min06,94.94,0.66
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min07,86.33,3.9
8,200722_SEFL17_traumatest_g2,traumatest,min,4,min08,95.94,1.18
8,200722_SEFL17_traumatest_g2,traumatest,avg,4,avg,86.76,3.74
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min01,61.11,20.82
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min02,72.89,20.14
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min03,67.11,22.12
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min04,73.28,16.69
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min05,94,2.27
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min06,36.11,79.65
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min07,22.94,114.89
9,200723_SEFL17_traumatest_g3,traumatest,min,1,min08,12.28,86.44
9,200723_SEFL17_traumatest_g3,traumatest,avg,1,avg,55.14,45.38
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min01,35.78,51.03
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min02,57.5,20.41
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min03,49.44,44.38
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min04,76.17,11.78
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min05,46.17,24.55
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min06,22.17,76.4
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min07,25.39,85.53
10,200723_SEFL17_traumatest_g3,traumatest,min,2,min08,49.06,40.31
10,200723_SEFL17_traumatest_g3,traumatest,avg,2,avg,45.21,44.3
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min01,6.44,57.31
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min02,50.61,17.8
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min03,49.56,44.35
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min04,26.11,89.66
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min05,45.56,25.66
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min06,10.89,75.99
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min07,15.28,72.4
11,200723_SEFL17_traumatest_g3,traumatest,min,3,min08,14.67,89.29
11,200723_SEFL17_traumatest_g3,traumatest,avg,3,avg,27.58,59.06
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min01,0,183.85
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min02,0,236.82
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min03,5.83,163.22
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min04,7.33,149.06
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min05,2.28,138.1
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min06,3.17,133.86
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min07,2.06,174.42
12,200723_SEFL17_traumatest_g3,traumatest,min,4,min08,0,204.71
12,200723_SEFL17_traumatest_g3,traumatest,avg,4,avg,2.87,173
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min01,0,81.37
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min02,0,207.52
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min03,10.39,192.13
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min04,0,198.96
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min05,0,222.61
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min06,0,220.41
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min07,2.06,276.95
13,200724_SEFL17_traumatest_g4,traumatest,min,1,min08,4.28,232.75
13,200724_SEFL17_traumatest_g4,traumatest,avg,1,avg,2.09,204.09
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min01,2.22,145.92
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min02,1.72,161.76
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min03,6.67,125.96
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min04,0,194.83
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min05,0,186.33
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min06,0,173.26
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min07,0,340.35
14,200724_SEFL17_traumatest_g4,traumatest,min,2,min08,2.33,212.91
14,200724_SEFL17_traumatest_g4,traumatest,avg,2,avg,1.62,192.66
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min01,0,167.29
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min02,4.17,160.21
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min03,0,234.92
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min04,2,239.42
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min05,0,262.36
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min06,0,322
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min07,0,299.36
15,200724_SEFL17_traumatest_g4,traumatest,min,3,min08,0,364.27
15,200724_SEFL17_traumatest_g4,traumatest,avg,3,avg,0.77,256.23
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min01,66.17,15.91
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min02,60.83,17.46
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min03,72.5,6.6
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min04,40.72,25.94
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min05,58.94,13.78
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min06,30.78,86.82
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min07,85.06,4.64
16,200724_SEFL17_traumatest_g4,traumatest,min,4,min08,67,27.11
16,200724_SEFL17_traumatest_g4,traumatest,avg,4,avg,60.78,24.78
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min01,44.94,8.25
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min02,65.5,8.99
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min03,73.56,6.57
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min04,51.39,28.98
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min05,39.72,42.19
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min06,59.39,13.36
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min07,65.56,9.01
17,200725_SEFL17_traumatest_g5,traumatest,min,1,min08,47.72,20.05
17,200725_SEFL17_traumatest_g5,traumatest,avg,1,avg,56.11,17.18
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min01,2.33,173.4
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min02,4.22,172.77
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min03,1.89,215.9
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min04,0,221.07
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min05,0,203.54
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min06,2,180.19
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min07,0,252.11
18,200725_SEFL17_traumatest_g5,traumatest,min,2,min08,1.83,173.39
18,200725_SEFL17_traumatest_g5,traumatest,avg,2,avg,1.53,199.05
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min01,23.39,40.56
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min02,65.83,10.65
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min03,76.5,11.83
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min04,50.28,10.87
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min05,20.22,65.5
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min06,18.44,71.8
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min07,46.72,16.66
19,200725_SEFL17_traumatest_g5,traumatest,min,3,min08,55.5,12.71
19,200725_SEFL17_traumatest_g5,traumatest,avg,3,avg,45.01,30.07
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min01,2.17,165.53
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min02,0,167.14
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min03,0,230.18
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min04,0,219.66
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min05,0,214.7
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min06,0,265.58
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min07,10.67,204.97
20,200725_SEFL17_traumatest_g5,traumatest,min,4,min08,0,221.18
20,200725_SEFL17_traumatest_g5,traumatest,avg,4,avg,1.6,211.12
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min01,4.33,128.34
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min02,0,180.32
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min03,3.61,127.6
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min04,2.39,144.66
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min05,2.33,134.1
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min06,0,179.61
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min07,5.56,145.5
21,200726_SEFL17_TraumaTest_g7,traumatest,min,1,min08,2.06,136.77
21,200726_SEFL17_TraumaTest_g7,traumatest,avg,1,avg,2.53,147.11
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min01,16.33,118.61
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min02,24.44,57.61
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min03,33,104.37
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min04,47.17,64.68
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min05,55.78,29.11
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min06,54.72,28.96
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min07,18.22,113.01
22,200726_SEFL17_TraumaTest_g7,traumatest,min,2,min08,15.78,157.52
22,200726_SEFL17_TraumaTest_g7,traumatest,avg,2,avg,33.69,84.23
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min01,2.33,132.06
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min02,0,180.98
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min03,0,195.36
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min04,1.78,254.39
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min05,0,189.81
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min06,0,137.25
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min07,17.67,59.27
23,200726_SEFL17_TraumaTest_g7,traumatest,min,3,min08,2.5,122.09
23,200726_SEFL17_TraumaTest_g7,traumatest,avg,3,avg,3.03,158.9
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min01,18.56,47.78
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min02,33.22,32.35
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min03,52.17,48.38
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min04,87.44,6.44
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min05,67.22,17.97
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min06,66.67,20.05
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min07,22.56,82.64
24,200726_SEFL17_TraumaTest_g7,traumatest,min,4,min08,19.83,127.36
24,200726_SEFL17_TraumaTest_g7,traumatest,avg,4,avg,46.35,47.87
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min01,0,223.8
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min02,0,242.34
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min03,0,263.57
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min04,0,296.88
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min05,0,235.93
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min06,0,162.02
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min07,10.06,249.66
25,200727_SEFL17_TraumaTest_g8,traumatest,min,1,min08,0,272.98
25,200727_SEFL17_TraumaTest_g8,traumatest,avg,1,avg,1.26,243.4
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min01,12.78,134.98
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min02,19.44,107.76
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min03,23.67,108.14
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min04,21.06,133.09
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min05,17.67,148.96
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min06,17.17,109.94
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min07,9.39,44.37
26,200727_SEFL17_TraumaTest_g8,traumatest,min,2,min08,10.11,211.51
26,200727_SEFL17_TraumaTest_g8,traumatest,avg,2,avg,16.66,124.84
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min01,6.33,220.01
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min02,0,240.74
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min03,0,217.84
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min04,0,213.69
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min05,0,230.88
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min06,1.78,199.84
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min07,0,200.15
27,200727_SEFL17_TraumaTest_g8,traumatest,min,3,min08,6.78,218.99
27,200727_SEFL17_TraumaTest_g8,traumatest,avg,3,avg,1.95,217.77
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min01,29.39,62.13
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min02,63.72,7.07
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min03,44.28,27.48
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min04,46.5,45.35
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min05,32.67,83.92
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min06,55.28,18.06
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min07,32.39,52.13
28,200727_SEFL17_TraumaTest_g8,traumatest,min,4,min08,35.94,56.14
28,200727_SEFL17_TraumaTest_g8,traumatest,avg,4,avg,42.68,44.04
1,200714_SEFL17_Trauma_g1,trauma,baseline,1,baseline,0.77,208.68
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock01,0,1525.33
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock02,0,1255.13
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock03,0,763.63
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock04,0,907.63
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock05,0,1292.4
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock06,0,298.23
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock07,0,1045.47
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock08,0,731.17
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock09,0,665.33
1,200714_SEFL17_Trauma_g1,trauma,shock,1,shock10,0,424.23
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock01,7.89,97.18
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock02,22.89,98.55
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock03,19.78,101.71
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock04,17,123.13
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock05,46.89,47.29
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock06,35.56,26.71
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock07,75.44,6.4
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock08,31.67,60.6
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock09,9.67,107.29
1,200714_SEFL17_Trauma_g1,trauma,postshock,1,postshock10,57.56,13.19
2,200714_SEFL17_Trauma_g1,trauma,baseline,2,baseline,0.36,226.08
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock01,0,113.53
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock02,0,478.2
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock03,0,30.1
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock04,0,33.53
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock05,0,181.17
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock06,0,84.7
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock07,0,521.87
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock08,0,43.23
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock09,0,340.17
2,200714_SEFL17_Trauma_g1,trauma,shock,2,shock10,0,91.13
2,200714_SEFL17_Trauma_g1,trauma,postshock,2,postshock01,0,193.93
2,200714_SEFL17_Trauma_g1,trauma,postshock,2,postshock02,4.67,102.47
